 	non	aveva	cosa	a	fare	</S>
e	0.788410005	0.0828567977	0.03213134448	0.0029525853	0.0009294409	0.0927198391
n	0.522246866333	0.127352159233	0.10850101016	0.0367462434333	0.00255376723333	0.202599942433
ì	0.179280473378	0.329719079744	0.199239550053	0.0497573618111	0.00322775551111	0.238775748011
c	0.060787642826	0.412744663248	0.359948346684	0.077855577937	0.0084249781037	0.0802387706437
h	0.055760706042	0.450062791083	0.360337255561	0.0919478293123	0.0110163235346	0.0308750646546
e	0.055376532914	0.412226165361	0.39953477852	0.101958266437	0.00940276801153	0.0215014822182
t	0.0215979923713	0.20931740012	0.513829209507	0.221675578812	0.0129095758372	0.0206702527394
i	0.00839326974043	0.132539551873	0.473502919836	0.336781222937	0.0292481147791	0.0195349372465
k	0.00299570747714	0.046839790891	0.369485426612	0.381943090979	0.18264802326	0.0160880064155
à	0.00179957190605	0.017179053332	0.168593130104	0.270993776993	0.477194951087	0.0642395214718
m	0.00142052865035	0.00590175831233	0.069816410268	0.129155276998	0.712811327029	0.0808946756573
i	0.000970904931783	0.00213930340511	0.0355571596127	0.085450997666	0.760255475676	0.115626167052
</S>	0.00119737896589	0.00107165375406	0.0180863655914	0.066336684833	0.728310037838	0.184997908526
