 	lo	ho	finito	di	fare	</S>
t	0.943464325	0.0249757464	0.0007153045	0.008271234855	0.0007331183	0.021840294
o	0.768661791667	0.182427246133	0.0065621078	0.011252365285	0.00059143018	0.0305050913333
s	0.433572070556	0.334916165378	0.0211566912667	0.115354307095	0.0584878727867	0.0365128997778
p	0.182005930185	0.340796131793	0.224289435756	0.147826933232	0.0777815964522	0.0273000059259
ì	0.0715204417283	0.482684737264	0.351851651919	0.0533898692773	0.0260389038974	0.0145144163753
c	0.0470928655761	0.633444129088	0.200258473973	0.0816924337591	0.0316321588558	0.00587994416843
c	0.0522927868587	0.592269616363	0.0799907466577	0.230753761253	0.0378488539519	0.00684422669948
e	0.0314101256529	0.460990175454	0.205780387553	0.239791516418	0.017815136884	0.0442126245665
t	0.0115802007176	0.272771449485	0.522041295851	0.129026638139	0.0118294661947	0.0527509322555
s	0.0103755227059	0.125754918495	0.733760985284	0.075171472713	0.0091760386649	0.0457610868185
a	0.0092627975873	0.0592128734983	0.651579301761	0.0719001142377	0.00946960215497	0.198575348939
a	0.00312529149677	0.0225017557661	0.420142910587	0.264840648079	0.0593011847183	0.23008823298
t	0.00111965983792	0.00820566834537	0.350457016862	0.335714166026	0.217306474906	0.08719700866
s	0.00185205390264	0.00454448540512	0.491468448954	0.233424248675	0.222272778435	0.0464379785533
è	0.00217004976755	0.00311623087837	0.408237187318	0.176300479558	0.314365926278	0.0958101475178
k	0.00243233848918	0.00194530473612	0.147195861106	0.106095950519	0.640340132093	0.101990441839
à	0.00281367786306	0.00152776646737	0.0583749609687	0.0649228238397	0.769334177364	0.10302660328
m	0.00140852011102	0.00057741211779	0.0215389425896	0.0367763426132	0.834385772455	0.105313024427
i	0.000509832332673	0.000257640080597	0.0093481387632	0.0230181842044	0.802823194152	0.164043028142
</S>	0.000265017424837	0.000135496742298	0.0051205122316	0.0193897846022	0.709238982076	0.265850214071
