 	dove	aveva	per	stare	non	aveva	</S>
p	0.938875075	0.0292526653	0.010571261075	0.001873296915	0.016746660325	0.0001732273745	0.00250773915
u	0.612930699	0.152691388433	0.0395728753583	0.137129853305	0.0353982391083	6.68700298333e-05	0.02221004215
ì	0.20979095205	0.456270306144	0.0501620917861	0.219502434435	0.0355800390361	7.16801186111e-05	0.02862251285
c	0.069989556252	0.672977525381	0.0794629405954	0.114949681478	0.0519833743454	0.00075562600287	0.0098813312
h	0.041080709936	0.769603385127	0.0863535601985	0.0454625144927	0.0524071228218	0.000940813570623	0.00415189121667
e	0.031472530252	0.663179321709	0.135468710066	0.0457546971642	0.116975068981	0.000338604879874	0.00681102143889
n	0.0940767063573	0.49692477057	0.219464520022	0.0429856713881	0.138748434577	0.000151724531291	0.00764814901296
a	0.114952859146	0.345699646523	0.228660856674	0.140836354463	0.161625109776	0.00048802662843	0.00773713920432
s	0.039140548742	0.132212186174	0.419048068891	0.226761588154	0.169816178592	0.00419366897614	0.00882775790144
t	0.0298830565807	0.156116529725	0.585727522964	0.143040999385	0.0581157445973	0.00542884152538	0.0216873414671
a	0.0260450385159	0.152176539328	0.398331367655	0.212258989795	0.140267577932	0.00628823504179	0.0646322738224
s	0.00906620822763	0.0513798157293	0.165246299218	0.522082753265	0.169154496977	0.0107073670139	0.0723630486075
ì	0.00408521180921	0.0177452857154	0.0743335220727	0.478343684088	0.322690599992	0.047511620338	0.0552900712025
e	0.0020463221318	0.0059240386298	0.0289582259909	0.169844408363	0.654355503331	0.0976355201127	0.0412359584008
n	0.00174449177267	0.00232196842893	0.0131013739636	0.0757150134543	0.51051440111	0.379645093371	0.0169576521336
ì	0.00164746077389	0.00112003079698	0.00775105875453	0.0564605044848	0.255805733703	0.66001657779	0.0171986523779
c	0.00055356596123	0.00038763154066	0.00332466788484	0.0638815514949	0.336792331234	0.56657714593	0.028483100126
h	0.000185048768217	0.00014554677022	0.00239013282828	0.067862797165	0.288814262678	0.606686468643	0.0339157267087
e	6.26586269457e-05	5.12833893817e-05	0.00161324959609	0.048754579055	0.127508699826	0.712548056214	0.109461468903
</S>	3.26227784728e-05	2.56780901534e-05	0.000828917278045	0.0342125745275	0.109239589913	0.671701028107	0.183959594452
