 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.8942796	0.08383556915	0.008043859	0.001008344565	0.000445358955	0.000909658128	0.011477647385
p	0.855980566667	0.110801731383	0.023902332	0.00249439628833	0.002484901835	0.000331394871333	0.004004623035
e	0.573794641556	0.365093558794	0.0513549823333	0.00516178826278	0.00302983915167	0.000131535769711	0.00143358310333
r	0.230636273185	0.711814886265	0.0480139594444	0.00535800308759	0.00359273275722	6.7537365837e-05	0.000516553073243
i	0.116079668395	0.799452628755	0.0748837368148	0.00537033336253	0.00396328173574	4.65682159457e-05	0.000203736631548
k	0.0487564727983	0.846663186252	0.0874780389383	0.00766895545418	0.00907084672858	0.000243496272649	0.000119015935516
o	0.0274994722661	0.735139672084	0.211492089646	0.0134243978181	0.0119108820762	0.00031103979255	0.000222480976839
l	0.0173955045887	0.668852857361	0.262648238549	0.0272989209394	0.0222048498587	0.00117169631918	0.000427949708946
ò	0.0098202065829	0.517087592454	0.314651521516	0.119910306313	0.0363217332862	0.00157220531306	0.000636433236315
s	0.00618684308097	0.258299100818	0.400539373839	0.279937985438	0.0532749147621	0.00118037601102	0.000581421692105
o	0.00569411956032	0.163235137939	0.461975204613	0.290097991813	0.0772013219207	0.00114148130367	0.000654788177368
n	0.00960760738677	0.0884781636463	0.412843424871	0.398068087271	0.0713759873069	0.0186441495012	0.000982610825789
a	0.0113638687956	0.0630536578821	0.281340031624	0.41931164709	0.198829874102	0.0246877497004	0.0014131965086
n	0.0111000325985	0.044104603294	0.231351252875	0.430291433697	0.245108684034	0.0362159921001	0.00182798826953
a	0.0101405056995	0.0340979714313	0.134575399958	0.434604071232	0.342845110678	0.0409535200334	0.00278337272318
r	0.0112768623998	0.0282375301438	0.106196799319	0.420881360411	0.401289163559	0.0292888413445	0.00282937764106
è	0.0112869582133	0.0245623341293	0.0598702991063	0.52877225347	0.32421382452	0.0439577691148	0.00733649438035
t	0.00458903531777	0.00887413622443	0.0560572283688	0.57862855449	0.294754759507	0.0479179320383	0.00917830572678
s	0.155703542606	0.00634184150814	0.0559575591229	0.469061626497	0.189688314502	0.0561473996794	0.0670996901756
i	0.205559248729	0.00486385914405	0.0328471394743	0.222473012499	0.256324918167	0.0526703055598	0.225261526725
à	0.0686239094932	0.00165625361718	0.0137952421914	0.142686472833	0.269048366056	0.284241550853	0.219948191242
t	0.0231158198212	0.00118264670023	0.00977307033047	0.206664250944	0.191352528685	0.488634693618	0.079276988414
s	0.12977326454	0.00382107663341	0.00977390534349	0.204933580315	0.166626969562	0.412374891206	0.0726963384713
e	0.165128880587	0.0040861838828	0.00535844738116	0.0773455614383	0.134298126521	0.371793630402	0.24198917949
n	0.055459452269	0.00273074126593	0.00236216886039	0.0392092914794	0.0854101461737	0.557910660134	0.256917539163
ì	0.019064754623	0.00227174460164	0.00124491540346	0.0221714235931	0.0413538633912	0.742447110045	0.171446202388
t	0.00658616710433	0.00113156498021	0.000940166184487	0.012351242631	0.0253111294637	0.808404436682	0.145275339796
t	0.00434655606478	0.000990189126737	0.0010062026615	0.00909965741033	0.0140393134879	0.810564732227	0.159953358932
a	0.00360783356493	0.000579246936579	0.000544108982333	0.00382474425678	0.0080970193193	0.552048404076	0.431298626311
</S>	0.00186065559746	0.000295193709789	0.000278723683916	0.00211855700839	0.00450239789465	0.365980677038	0.624963798156
