 	la	pasta	vuole	sale	</S>
i	0.80883971	0.0753232218	0.0732523384125	0.020730843235	0.0218538835
p	0.488202414333	0.0847174039333	0.0967530361375	0.313103404412	0.0172237428333
à	0.172422071111	0.333108917978	0.0899902233792	0.396853287273	0.00762553120443
s	0.261028835704	0.498205645993	0.0959190191264	0.142222382893	0.00262414343648
t	0.301142655235	0.571516955331	0.0650318051421	0.0573133152833	0.00499527292049
a	0.115922423398	0.735181718444	0.122152360481	0.0194609174468	0.0072825970735
t	0.0422216584527	0.548448429481	0.21903232016	0.185806765182	0.00449083895783
è	0.0176672185842	0.297321976494	0.40753300672	0.264688401727	0.0127894274859
l	0.0110437592947	0.168180795498	0.615609868907	0.190011640576	0.0151539701286
i	0.0102146805982	0.0841826734993	0.656781779636	0.232107133525	0.0167137663429
à	0.00512458663273	0.0303488868564	0.472335519879	0.472750117842	0.019440938881
l	0.00174290672224	0.0103038150421	0.232177066626	0.746721999281	0.00905425096033
a	0.000619667077413	0.00359513631403	0.165201300209	0.735325113094	0.0952587982201
</S>	0.000347826926707	0.00185200700702	0.141620182105	0.670496606547	0.18568336911
