 	vuole	pianto	</S>
e	0.9511527	0.029024263	0.0198230511
t	0.688704666667	0.244177181	0.0671181560333
è	0.586558355556	0.328030445667	0.0854111653444
l	0.816450418519	0.140951707076	0.0425978213135
i	0.619273699506	0.351178285545	0.0295479966365
k	0.545130126502	0.428492168515	0.0263777401455
l	0.517782875501	0.332652976172	0.149564191315
a	0.184100979474	0.349604165391	0.466294843772
m	0.0746643541313	0.431456398464	0.493879207924
m	0.0381340835597	0.407488238821	0.554377649308
è	0.0127737637758	0.145200028274	0.842026186436
n	0.299053774999	0.0736137354247	0.627332469479
o	0.394472913766	0.0585362628082	0.546990813826
</S>	0.197315675033	0.0487339579041	0.753950356913
