 	è	che	è	entrato	da	qui	</S>
è	0.7368654	0.159948637335	0.0256074681015	0.07271924378	0.00111837067	0.000185874655	0.0035549037
n	0.485429173333	0.359872989112	0.0454693093672	0.101554442927	0.00526710262333	0.000247684408333	0.0021592553
a	0.242410754578	0.420434996371	0.155994272122	0.171921475976	0.00772780254111	0.000247752506111	0.00126295703333
m	0.137414821659	0.254030862124	0.177749614707	0.347180291992	0.0823569685137	0.000330078912037	0.00093738186111
b	0.105085289553	0.126937062375	0.359152782236	0.300813813997	0.106284047738	0.000409588654012	0.0013174254037
ì	0.058065279851	0.071973947225	0.423009597412	0.107955377332	0.065331604146	0.00347271263467	0.270191495601
k	0.053538576617	0.0441783318417	0.280786742471	0.082838758444	0.158487254715	0.0199920125449	0.360178331534
e	0.0327780097057	0.0341180610106	0.23488370749	0.220269909481	0.320137411572	0.0257856448483	0.132027286845
a	0.0116225235519	0.0113904506662	0.0893023293633	0.24181573316	0.332774457191	0.254158106949	0.0589364292817
p	0.00472336243397	0.00385077984807	0.0350705456544	0.11904453372	0.20736192573	0.60257095565	0.0273778880939
ò	0.00265499864466	0.00133636949635	0.0156697846201	0.05960107534	0.164911768577	0.73310748855	0.0227185190313
t	0.00199598648155	0.00049869632911	0.0058043542087	0.0441506832133	0.194014166192	0.734734089517	0.0188020590104
t	0.167215927361	0.0012325448197	0.0051559600029	0.0471238444044	0.147331664731	0.577249119839	0.0546909773368
u	0.22166250934	0.00142401645906	0.00437125435013	0.0246832301348	0.062646137577	0.365011796613	0.320201065779
</S>	0.111178665	0.000712074408265	0.00218789419882	0.0123856130674	0.0375271987885	0.293828213306	0.54218033289
