 	che	vende	buon	pane	</S>
k	0.7803346	0.1475636955	0.0074766322	0.01067230935	0.053952815
a	0.488233072667	0.407360031833	0.0157219067333	0.00880547888333	0.079879563
i	0.171963396822	0.563088563944	0.0737547895778	0.0900780937278	0.101115177667
p	0.058137139094	0.408011357981	0.209209076526	0.258091331243	0.066551096889
u	0.019898374318	0.51604595266	0.206558087509	0.227721307391	0.029776296763
l	0.00769451793933	0.630520927553	0.254614834503	0.0956927594403	0.0114769662543
ì	0.00374072707978	0.409252445851	0.477118278168	0.0760740398134	0.0338144859514
t	0.00317105002659	0.397396525284	0.499071369389	0.0599036092711	0.0404574311625
s	0.0856655520089	0.512115188428	0.307605921796	0.0311268405237	0.0634864762328
o	0.112039212123	0.355917114809	0.224269785932	0.0266088082746	0.281165085411
m	0.0376268481843	0.126281082936	0.231854001977	0.283985662758	0.320252463804
ì	0.0136536316514	0.0438889546787	0.158799233992	0.385135428919	0.398522803268
k	0.00754974201713	0.0185296735929	0.370224917997	0.19387786764	0.409817820756
a	0.00445605238238	0.0099105423643	0.467590232666	0.345391139213	0.172652049919
l	0.00197731407079	0.0041942967881	0.319171564222	0.577959179738	0.0966976773063
ò	0.00457930665693	0.00199046343603	0.219386287407	0.509407109913	0.264636849769
</S>	0.00745265607847	0.00103172972801	0.113914617704	0.403917879956	0.473683104884
