 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.825802185	0.11516494165	0.00408117565	0.0017069622	0.0051387015	0.0147058115	0.006177143155	0.0048350999875	0.0223881409
n	0.519564667333	0.16809848055	0.04147443865	0.00842535153333	0.00670807216667	0.0145487611667	0.003045845255	0.00235552665417	0.235778979233
è	0.174426616358	0.430655560183	0.0573504432167	0.0156685921778	0.00562478056222	0.00793819078223	0.001899672739	0.00151087275072	0.304925277844
r	0.0764774436993	0.653410473394	0.143919668072	0.0167773057259	0.00269989116074	0.00290160338741	0.00113104323367	0.00068894431624	0.101993591368
t	0.0647859912331	0.565038057798	0.172671490024	0.158398863575	0.00171308424391	0.00115589751114	0.000877274830557	0.00041359631218	0.034945763676
i	0.0428022705244	0.353734383599	0.212337407341	0.366613881192	0.00454773180497	0.00604582148571	0.000440394376186	0.000142662220693	0.013335463992
s	0.0149653233881	0.171084785533	0.314256312447	0.475343333731	0.00596238186832	0.0077473198919	0.0029567799054	0.000334217796764	0.00734955019733
e	0.00575408745603	0.109337435511	0.370624580816	0.493804464577	0.00522626455611	0.00606812136063	0.00404175506847	0.000409665173255	0.00473361979911
s	0.00202461322034	0.044740209937	0.440870226939	0.462891951526	0.0065343765187	0.00589841962021	0.0139979044562	0.00547633135209	0.0175659676664
i	0.000857921148447	0.0206361774123	0.499873665646	0.406982160509	0.0108370778396	0.0113647950401	0.0200213598187	0.00738432936736	0.0220425428221
t	0.000466344075482	0.0113224536708	0.483719621882	0.412188586836	0.0116301182799	0.01331834178	0.0330159226062	0.0144603060391	0.0198783145407
t	0.00621693448449	0.00575953075693	0.281067952961	0.625793928945	0.0054367446933	0.00505488243	0.0344383277354	0.0166038627464	0.0196278151802
à	0.00814908354483	0.00315445193031	0.19299626332	0.544225004982	0.0986391001644	0.0477516392133	0.0652900627785	0.0145241976488	0.0252701697267
a	0.00274475203028	0.00105833097424	0.16098370244	0.217257841661	0.206366300055	0.245172919738	0.0860939542595	0.0163066499829	0.0640155309089
n	0.000927350032093	0.00146128191088	0.0744729088133	0.120722528554	0.145815185785	0.266387979246	0.14576205142	0.179836404761	0.0646142866363
k	0.0210887119007	0.016873707237	0.0616129929378	0.170505119518	0.051247585695	0.0956367144153	0.28418225714	0.26439571492	0.0344571678788
ò	0.0278308795236	0.0209041931648	0.0452512323126	0.154759981639	0.0751227732317	0.113955470138	0.356770775713	0.16485620164	0.0405484886263
r	0.00981044509787	0.00835338197407	0.0897674887709	0.137491312346	0.131192907744	0.133516508046	0.271276341904	0.16558312388	0.0530084985421
a	0.00378720554429	0.00417361629169	0.104575418724	0.132236781049	0.098535732248	0.134305777349	0.289448773968	0.18131249796	0.0516241931807
e	0.00127931097977	0.00139578865352	0.036733350808	0.0452223747563	0.044582865416	0.351529165783	0.331991744656	0.13795705532	0.0493083570602
n	0.000428255681933	0.000965066973793	0.0131621331693	0.0158566292921	0.0224671916953	0.359379585594	0.275198174885	0.27155433444	0.0409886270201
è	0.000144805456011	0.000821526298118	0.00531091687643	0.0061007600907	0.00918671488843	0.154286868865	0.393175734962	0.393760788147	0.0372118736734
p	6.32695353703e-05	0.000904644439559	0.0210464419788	0.0103302284569	0.0188282750628	0.115964522955	0.370738101654	0.417579729382	0.0445447892245
r	0.00010686885179	0.00302550651319	0.0270642359929	0.011868133629	0.0205765139543	0.075313883875	0.228396497218	0.593100623127	0.0405477174082
ò	0.00195186966726	0.0031137740884	0.0099829239543	0.004143896652	0.0112280669181	0.0373799301817	0.142622894406	0.610243514376	0.179333110136
n	0.00249892398175	0.0017665232468	0.0050287426081	0.00147722221633	0.00859461720603	0.0251292665939	0.069330116802	0.665686244792	0.220488331712
t	0.00084961405325	0.00142940234893	0.00354260373603	0.000751836388777	0.00350915646201	0.00903990297463	0.0852830422673	0.787837361597	0.107757045571
o	0.00029706858455	0.000600477007053	0.00137084802481	0.000416687045426	0.00130900339734	0.00340304490154	0.0855227217558	0.600591240532	0.306488871857
</S>	0.000149048842475	0.000300498889642	0.000687299881605	0.000208892971463	0.00079797882367	0.00220652795077	0.0551894423779	0.427603200266	0.512857085928
