 	mia	figlia	vuole	andare	</S>
i	0.548945815	0.32232443	0.0423110027735	0.0052999034	0.0811187615
k	0.348261755	0.36238319	0.0598933119245	0.0309808824667	0.198480823833
i	0.255042655	0.480670543333	0.0401307964415	0.0361443682389	0.188011644944
a	0.108518263	0.576572637778	0.136493226947	0.0363047988296	0.142111085315
t	0.0756344723333	0.320781229259	0.273008425649	0.154546016277	0.176029895105
è	0.0589746850444	0.366625183086	0.29258301855	0.170887531692	0.110929630368
r	0.0528470759481	0.645995971029	0.200898167183	0.0616309218307	0.0386278897493
a	0.050555219715	0.833006020343	0.0790459233943	0.0243410210436	0.0130518188464
m	0.0676038509707	0.836671293448	0.0783342877981	0.0114013721145	0.00598920235213
u	0.0732976115836	0.778187931149	0.132241279266	0.00829267850483	0.00798052355071
i	0.0244606571422	0.54102406705	0.402721946422	0.0149484853016	0.0168448448502
t	0.0106665962017	0.192199216483	0.603601625474	0.117056149434	0.0764764039501
è	0.0060692308639	0.0718864522943	0.657061295158	0.174792846478	0.0901901659834
l	0.00537832361797	0.0799918967648	0.659859395053	0.212804815493	0.0419655356611
i	0.00519250259932	0.0982297422549	0.487456075018	0.372797018498	0.036324640887
n	0.0167610259264	0.0573834605183	0.324437921673	0.574561462833	0.0268561381623
a	0.0206620546155	0.0254843162728	0.222630413891	0.669122000944	0.0621012305874
p	0.0198777508452	0.0134999100243	0.16238657463	0.728215703648	0.0760200918625
à	0.0199883644817	0.0055900433081	0.0820235918767	0.838409057883	0.0539889789542
i	0.0071326641079	0.00291855073603	0.0573656089589	0.813868185961	0.118714982985
</S>	0.00356965467495	0.00168494226801	0.0638342264795	0.759141092981	0.171770046492
