 	l	ho	sentito	che	veniva	</S>
o	0.828076025	0.13964904	0.0146873061315	0.0024366162685	0.002642898796	0.012508115
n	0.499981169533	0.150413866	0.0416935303772	0.0277194449895	0.206685445599	0.073506505
ì	0.170643185244	0.234929251333	0.192964153459	0.0389722048298	0.273447290766	0.0890438807333
k	0.218104222615	0.422634537111	0.218017090886	0.0188050257766	0.091734097502	0.030705007994
u	0.232075452895	0.594966309037	0.118232076695	0.0122946339255	0.0310719549807	0.0113595945475
s	0.0883323379883	0.630823456346	0.182839488898	0.0814191356418	0.0112953383936	0.00529028434917
a	0.0423077316628	0.497397768782	0.245710362966	0.202076475214	0.00688981659787	0.00561786774972
k	0.0191748468876	0.321413428927	0.349305100989	0.287282951738	0.0150040297326	0.00781964511657
a	0.0106556580625	0.130692943642	0.324525471663	0.470679777246	0.0413321445775	0.0221139869055
è	0.00474066157217	0.049271868226	0.134762958121	0.416695864849	0.368554353193	0.0259742602018
r	0.0298272493087	0.036201501754	0.144479322274	0.24437138405	0.531641341064	0.0134791633006
k	0.0441153997696	0.0394918772513	0.157233753425	0.43669290135	0.262109224355	0.0603567991002
a	0.0211686643232	0.0208326566001	0.062586075468	0.39900197345	0.311833458785	0.184577143033
t	0.144641979174	0.014065120383	0.0223852064823	0.152038415817	0.480814989595	0.186054290011
o	0.185295698963	0.0118088663537	0.0090752510941	0.0740371636057	0.348235013198	0.37154801567
</S>	0.0926931583395	0.00590850651585	0.00468613444705	0.0451989668028	0.220465651599	0.631047587835
