 	voglio	un	forno	che	vende	rustici	</S>
t	0.602515615	0.02057608985	0.305792896511	0.01178336077	0.0039271905	0.0043155077	0.0510892875
è	0.597463408333	0.03767862795	0.307429093904	0.0117903760567	0.00331331983167	0.00212807726127	0.0401970508333
l	0.814234949444	0.06112037265	0.104930697868	0.00415774643557	0.00114270382556	0.000715925120023	0.0136975209585
o	0.580833782481	0.36702973755	0.0446483501227	0.00216083079519	0.000486662735187	0.000243532466421	0.00459703916523
è	0.208273685827	0.670658612517	0.107652979374	0.0075764372984	0.00341283115506	0.00010417038022	0.00232124338674
n	0.099817395609	0.655705020839	0.203964973125	0.0290537417661	0.00839022105169	0.000888894063407	0.00217968982891
a	0.0580248834363	0.51098252028	0.352128454375	0.056085245922	0.0191348763506	0.00122363443447	0.00242035934297
f	0.0247592770454	0.393765930093	0.505237044792	0.0524497853073	0.0207961426502	0.00105657002482	0.00193524358099
ù	0.0130142592485	0.269739712698	0.577728931597	0.0734853284358	0.0536668514167	0.00764285127494	0.004722058127
r	0.0211923009828	0.162091566899	0.612371143866	0.107269519479	0.0717479048056	0.0196902920916	0.005637281749
n	0.299554886994	0.131460407633	0.415684365955	0.0836905198263	0.0483963892685	0.0175000765972	0.00371333428967
o	0.375730134098	0.0574389523577	0.201764629985	0.185139066609	0.123612883089	0.0124801744324	0.0438341454299
k	0.133648905799	0.0288862255992	0.141174126662	0.439150275536	0.164393644363	0.0322664844775	0.0604803614766
a	0.0530660142197	0.0196727087331	0.0901700688873	0.451745058512	0.301949811454	0.0456672148258	0.0377291384922
p	0.0393977476932	0.0248887907777	0.0795606329624	0.310620686171	0.359451000485	0.157734558275	0.0283466144974
u	0.0347712569977	0.0263227192926	0.0638698483208	0.218952282057	0.429402850162	0.204173542758	0.0225075141658
l	0.0409936400992	0.0222518314642	0.0436044267736	0.126083744019	0.468029756721	0.279667527586	0.0193690455886
ì	0.0429924076231	0.0205828845799	0.0300474973245	0.0688692933397	0.223508466907	0.585404075862	0.0285953600629
r	0.0359710267977	0.00820487418513	0.0122654753082	0.0328436451132	0.110890946969	0.769188191954	0.030635853021
ù	0.0336049272166	0.00407813737128	0.0061322827594	0.0201915343877	0.068800846323	0.835290730651	0.0319015473403
s	0.0234339760229	0.00226135366666	0.00321393244313	0.00798268397923	0.0484579061077	0.882975310217	0.0316748314801
t	0.0288552426743	0.00241459612222	0.00231914507438	0.00602041082641	0.243909912036	0.653243560072	0.06323713286
i	0.0184482359438	0.00156457673244	0.000918814914127	0.00427175476214	0.293947515345	0.445023510024	0.235825604287
k	0.0086980265336	0.00147343963585	0.000557725600709	0.00467319240738	0.137205668115	0.598654560008	0.248737374762
u	0.00544622716453	0.00144580090762	0.000473960756903	0.00515158323579	0.104129141038	0.677998023336	0.205355228254
</S>	0.00272599381227	0.00072778229731	0.000320053713452	0.00319358926789	0.088809370519	0.629427381668	0.274795799127
