 	questo	muro	vuole	uno	specchio	</S>
c	0.925683175	0.0287258515	0.00256771095	0.0002667204165	0.00113159288	0.04162492686
ì	0.766764008333	0.2132445405	0.00556040518333	0.000112355093167	0.0003872508272	0.0139314124035
t	0.731040102778	0.2579214845	0.00598658429444	0.000186997391056	0.0002127680896	0.004652066963
t	0.870099620926	0.0987076868333	0.0109850493315	0.00209683441369	0.00231568262987	0.0157951319393
o	0.690156603642	0.270623616611	0.0140420871105	0.00265947854456	0.00293881348462	0.0195793857698
t	0.357886694547	0.358281562204	0.0910956430368	0.0378867782549	0.120132692903	0.0347166347133
ì	0.146323735516	0.464043267401	0.139835642679	0.050852685085	0.159204673015	0.0397399861778
c	0.0569099635053	0.485837304467	0.282822655893	0.0396335253617	0.121475573053	0.0133209487046
h	0.0819363955018	0.403837710156	0.327012088631	0.0602326184539	0.109017600711	0.0179635882735
o	0.0858284937173	0.621974120052	0.183525582877	0.051282276818	0.0366026263703	0.0207869325912
t	0.0292588842224	0.485729580017	0.159579190959	0.0975066962727	0.219027358563	0.0088983210304
è	0.0104238462975	0.204307380006	0.33626401032	0.156233518758	0.285444702854	0.00732657101013
l	0.00393212678917	0.229381606669	0.427371716773	0.195700799586	0.137209037618	0.00640473635671
i	0.00183481511639	0.20481927389	0.420967752258	0.241468386529	0.123172972539	0.00773683680557
è	0.000792818094797	0.0753758149633	0.418671420753	0.28883433551	0.201354197513	0.0149714372685
n	0.000289033058932	0.0301860323211	0.221581515918	0.345063221837	0.389600085838	0.0132801020895
a	0.000120797993311	0.0134049630404	0.116802932306	0.437114840612	0.389816981946	0.0427394943632
n	0.0015758653801	0.00581619171347	0.079516649102	0.632087970204	0.221906620649	0.0590967247877
j	0.00315719299337	0.00280798720449	0.0315674517007	0.611732233401	0.114072388883	0.236662754929
a	0.00215617988142	0.00121486145466	0.0141965768336	0.347956101134	0.314950104961	0.31952617831
l	0.00139915481077	0.000618012071387	0.00584308897787	0.350737233711	0.47972557832	0.161676926103
ì	0.00124417245692	0.000417693027462	0.00267390378262	0.324640944237	0.54959126944	0.121431998701
</S>	0.00076834925846	0.000212246919231	0.00149667992631	0.165670441619	0.70542048472	0.126431774351
