 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.63203252	0.108409942	0.0050050215	0.00483443135	0.015067266325	0.02614189003	0.007050079625	0.20145885815
t	0.48486203	0.130792057333	0.0727460745	0.03951182635	0.0330637759917	0.0166958253633	0.0231792082917	0.199149181483
è	0.175799245333	0.388526822444	0.1021567495	0.0527360053167	0.0390759958072	0.0142211556211	0.0286175147372	0.198866502728
l	0.0886222604443	0.653786130815	0.0971110045	0.0442668983056	0.0285966247457	0.010068766707	0.00996213159907	0.0675861676693
i	0.0580095528148	0.431180598938	0.319067794833	0.123226832769	0.0314745455819	0.010477919569	0.00365131615736	0.0229114585498
f	0.0208539375049	0.362496064979	0.442290931611	0.139133074256	0.0191838844273	0.006701061023	0.00134084295345	0.0080002624466
a	0.00884269850163	0.331851222926	0.379628910537	0.209448868085	0.0526048290424	0.0131050451743	0.000867525407817	0.00365091694553
m	0.00444641400054	0.112961481009	0.320293260179	0.279093299362	0.247127813014	0.0198219223914	0.0103552119026	0.00590059564851
è	0.00349913450018	0.0394580658397	0.18133071906	0.213022243121	0.296277439671	0.0881305907971	0.0256279329675	0.152653897216
n	0.00237949029006	0.117421742017	0.221343375353	0.19187436104	0.131910217224	0.113314512599	0.0237397233225	0.198016613039
o	0.00097813672002	0.143397912617	0.228292521784	0.190452547013	0.204925867741	0.131038919866	0.0259530791075	0.074961037313
o	0.000441232757673	0.0478127556904	0.0784944281613	0.149980839004	0.34604434258	0.257267733289	0.0693066587025	0.050651992771
l	0.000247559863558	0.0198974664366	0.0304261342871	0.111722953001	0.414849074193	0.25615630443	0.109570912901	0.057129562257
i	0.000183621660386	0.0105925453707	0.014357806749	0.0887831033337	0.448523158064	0.250784681477	0.126726230967	0.0600488640857
m	8.13465713287e-05	0.0037010462821	0.006645169703	0.0557892234446	0.412422786021	0.218384667159	0.133316416989	0.169659368029
i	4.79260388762e-05	0.00140262877357	0.004037776651	0.0451799891482	0.347685728674	0.17746991572	0.110441705663	0.313734319343
a	1.82913372787e-05	0.00046819908109	0.00138714729267	0.0278465559827	0.241943652891	0.283184981907	0.155451958554	0.289699196448
f	1.37877593129e-05	0.00294702110406	0.00225732722322	0.0395019902609	0.22175313763	0.346324657302	0.218224102851	0.168977963816
o	1.2333618151e-05	0.00377322680929	0.00254707212874	0.042962939087	0.18729432121	0.385311279101	0.268833137617	0.109265686272
r	5.48301686367e-06	0.00496937771103	0.00179493626391	0.0178703213623	0.08528558507	0.454856433034	0.356482492539	0.0787353808573
à	0.000516213383721	0.00537025340048	0.0015416167893	0.00882232103043	0.0325999058567	0.331879228011	0.273284020846	0.345986445719
</S>	0.00102783834186	0.00268890094544	0.00077454619665	0.00442399237971	0.0164993501784	0.170369939506	0.154430075423	0.64978534786
