 	non	deve	magniare	la	sera	</S>
e	0.81904477	0.02193539065	0.0075269895	0.0035945173	0.00296328	0.144935045
n	0.584904663333	0.0459859568833	0.102611471167	0.0168153635667	0.00259744903333	0.247085095
è	0.200616290111	0.331904905628	0.168307138389	0.0197980899889	0.00236510315211	0.277008490167
n	0.0907511523703	0.588823035209	0.202741160796	0.0219574227963	0.00238941285837	0.0933378284223
a	0.0562052551234	0.456322111736	0.358161853599	0.0935999989321	0.00281515178612	0.0328956485074
f	0.0224633250911	0.230813426579	0.6252722512	0.107603507977	0.00157388827871	0.0122736078045
à	0.0081030726137	0.082007344883	0.6944094704	0.140530670992	0.0534746084096	0.0214748370702
i	0.0032859516079	0.0275597791277	0.566516210133	0.229586353664	0.109846622803	0.0632050890234
t	0.00120618957263	0.0113061716526	0.479840580044	0.341176241221	0.103973984268	0.0624968306745
o	0.000788397757543	0.00599728353087	0.281047895848	0.54394589374	0.126138971423	0.0420815708915
v	0.000617024238181	0.00469863159029	0.106948177116	0.579976381247	0.250655357141	0.0571044646305
r	0.0203433959984	0.00708732576343	0.0469976585053	0.630627127082	0.240912861047	0.0540316615435
à	0.0277472526661	0.00530237752711	0.0160071093018	0.500628582694	0.379055282349	0.0712594271812
i	0.0100867376744	0.00176805460117	0.0276012727673	0.176561556231	0.566502700783	0.217479712394
</S>	0.0050525240157	0.000884482029835	0.0470275263837	0.0983348356155	0.513583160391	0.335117491197
