 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.957993925	0.03037381275	0.00190506222	0.0004112284825	0.00030654846	0.0090093791
c	0.853962221667	0.05490678625	0.07805665864	0.00959667944083	0.000263552933333	0.003214010636
h	0.835232053889	0.04861694275	0.102380787513	0.0124156930496	0.000243908087571	0.001110547178
e	0.683302291296	0.25978765825	0.049297895471	0.00599989318587	0.00011934867565	0.00149287042267
p	0.454443590432	0.48853759275	0.0494243728237	0.00572028656196	9.35787338833e-05	0.00178050850756
o	0.303500120544	0.643537347583	0.0448893169412	0.00649280708732	8.78571666278e-05	0.00149246826919
l	0.105413901448	0.817999405861	0.0589640823137	0.0153462450291	0.000981934162209	0.0012943671164
e	0.0389801386827	0.71768219862	0.195772990771	0.043795267343	0.00157927595407	0.0021900631988
m	0.0215761615609	0.441575632873	0.468655896924	0.063964945781	0.00107810418469	0.00314918853293
ì	0.0149788765203	0.205150520291	0.484563988975	0.179181658594	0.0595667796282	0.0565581421776
s	0.0149888158401	0.32285909943	0.285988276325	0.209179220531	0.0932763465427	0.0737082265592
o	0.01407786028	0.354044749477	0.331081115442	0.214835821177	0.0555268475142	0.0304336106864
n	0.01133134076	0.165862939492	0.303318260814	0.268580927059	0.233891467838	0.0170150665955
t	0.0902522615867	0.103710689164	0.252089915938	0.237787762353	0.289879405279	0.0262799312318
a	0.110305079269	0.0411566906613	0.239114453979	0.387190357451	0.155342334426	0.0668910744106
ò	0.0367955519063	0.0139580533604	0.108076551326	0.44017046915	0.324113228142	0.0768861568035
l	0.0221664057121	0.0123723946535	0.063854073442	0.30185734305	0.553708059381	0.0460417292678
i	0.017304686776	0.0117235131445	0.042121795814	0.30603958435	0.571943019794	0.0508674234226
t	0.00924360713067	0.0113542446415	0.0211260826047	0.26419603145	0.644886323265	0.0491937389409
i	0.00654132146689	0.0112562454538	0.0131943224016	0.20674163715	0.714224754422	0.048041742447
n	0.00394808277896	0.0147010017246	0.00810315780053	0.179440394383	0.746499631474	0.0473077268823
a	0.00308142033565	0.0158496835149	0.00518600493351	0.125804160128	0.788020143825	0.0620585500274
d	0.00505482632122	0.0200390941116	0.00503539731117	0.103645646709	0.798497424608	0.0677275672091
d	0.0479923537737	0.0376475087039	0.0241667689037	0.120811912236	0.687123531536	0.082257909603
o	0.0583033753812	0.0288548461893	0.0282668549552	0.114485776579	0.462746210512	0.307342956534
m	0.0223329002504	0.00983308159777	0.0101506072724	0.0413774490263	0.405471446837	0.510834518845
à	0.0104467475768	0.00349192009906	0.00410896403413	0.0167846081088	0.570287895612	0.394879836282
d	0.00362963703893	0.00186733235282	0.00162167635471	0.0073533084696	0.805614888537	0.179913142094
a	0.00123719038441	0.00132861748194	0.000833313868237	0.00681814815653	0.721477036179	0.268305707365
</S>	0.000619735219355	0.00066904928747	0.000480324009118	0.00785245957827	0.559113728089	0.431264723683
