 	lo	sentii	che	arrivò	</S>
t	0.938856285	0.01574388048	0.014174622342	0.0209737558775	0.01025143435
o	0.650791036667	0.296158924493	0.0185911139473	0.0221874325258	0.01227147435
n	0.257541069222	0.380049429098	0.0195256068158	0.330732262409	0.01215161795
ì	0.0873749906073	0.448670997299	0.0250259232719	0.43336921007	0.00555891903
k	0.345181182402	0.489006001766	0.0184086015906	0.14551099416	0.00189328994067
u	0.430026233854	0.499170659922	0.0185852350302	0.05119718059	0.00102069343089
s	0.148567293671	0.628162683307	0.19629115001	0.0202181201633	0.00676071454363
a	0.0571040908903	0.545738367769	0.371698160003	0.0148731796878	0.0105861968479
k	0.0295782522968	0.427500329256	0.495842660001	0.0327698522293	0.0143089309493
a	0.0192440425656	0.212197213085	0.602469313334	0.12556944241	0.0405200173164
ì	0.00789398171887	0.0875127230783	0.397052597778	0.46342735747	0.0441133207721
r	0.00756580363662	0.0464899274094	0.214090415926	0.70874865249	0.0231051712574
t	0.0204748568789	0.0369613874698	0.217966468642	0.472876551497	0.251720735086
e	0.0199001897263	0.0165675742373	0.140788536847	0.303870371166	0.518873311695
</S>	0.0100300110132	0.00829048373965	0.0711084993735	0.357116215583	0.553454755848
