 	non	mi	aspetti	non	vengo	</S>
m	0.44098722633	0.05803931358	0.00268739717	0.01764134575	0.032456905981	0.448187808023
ì	0.444176000777	0.379013504527	0.00904607130333	0.00745986761667	0.01082142953	0.149483109013
m	0.220714752259	0.682544578176	0.0277906344344	0.0151100467389	0.003702965699	0.050136986861
e	0.145704395086	0.726243592725	0.0868224748115	0.022325393913	0.00133894270133	0.0175651226537
m	0.193118559362	0.696932810908	0.0898093877705	0.013158901921	0.000457790531363	0.0065224906679
ì	0.206858124021	0.430423527969	0.189658698757	0.137558435257	0.0104770979797	0.025024112506
n	0.166667808907	0.281546433656	0.258006974919	0.186477316752	0.0718695909932	0.035431884502
i	0.152547351029	0.225148432622	0.164429790306	0.353247310584	0.0866367206644	0.0179904223007
e	0.0508505632812	0.0750992884473	0.119647375102	0.651312236861	0.0890548872215	0.0140356909002
n	0.0186492660722	0.0295527066524	0.131519820034	0.50004102062	0.136514139074	0.183723059967
è	0.00791524383787	0.014365969034	0.116318824345	0.34715398854	0.272186779691	0.242059177989
r	0.00264031572796	0.00483454908123	0.0547139957817	0.358346579513	0.475326959897	0.10413756533
k	0.000912175274187	0.00166699716708	0.0338474164272	0.264928293171	0.621995053299	0.0766500284433
o	0.000336022589562	0.00056612025324	0.0134421251024	0.211209691057	0.645307034433	0.129138981481
m	0.000124505486354	0.00021364773196	0.0068171981608	0.297266227019	0.474146108144	0.221432283827
e	5.33047137847e-05	9.6160641022e-05	0.00460770387893	0.275050869006	0.292939389381	0.427252551276
</S>	2.77300518924e-05	4.8116911064e-05	0.00235133167747	0.169914084503	0.235668554691	0.591990175638
