 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.4826932783	0.01829252362	0.01946039135	0.11253104834	0.286068073317	0.0809546218
c	0.520115082767	0.0603774168733	0.146345189683	0.138879121673	0.104328502984	0.0299546219333
h	0.535650797589	0.0723728556244	0.188173421748	0.147548194884	0.0437479063363	0.0125068451411
a	0.705694899196	0.150325421875	0.0675174731027	0.056786749288	0.0145831258203	0.00509232307703
n	0.467452083065	0.466129273958	0.0309113290342	0.026722374996	0.0048624590727	0.00392245869234
a	0.198141117688	0.707246937986	0.0607243803447	0.0246142355653	0.0016247459823	0.00764864923078
v	0.080877631496	0.714538832662	0.155822103448	0.0274409338551	0.000721420102767	0.0205991397436
o	0.0307897467653	0.480504658887	0.406818194483	0.059130551285	0.000444540604256	0.0223123280479
r	0.0134857771618	0.460051030962	0.436356928161	0.0715250437617	0.000180210983419	0.0184009964826
à	0.00468068651393	0.439358319887	0.189174187387	0.197854921254	0.0172987314565	0.151633108828
s	0.00183568553464	0.200804669529	0.305223957129	0.279047557085	0.0248032534855	0.188284864609
o	0.000826204308213	0.11958840543	0.407689822376	0.392391289028	0.0112551695952	0.068249148203
t	0.000352493179404	0.0513562263967	0.320116570792	0.588403379676	0.0058555162984	0.033915856401
s	0.000806797749801	0.0285798308756	0.442960930264	0.500764076559	0.0029703156328	0.0239181108003
o	0.0009044630496	0.00959803718453	0.372369180155	0.302744878853	0.00517980441093	0.3092036836
m	0.0003118709172	0.00328001324084	0.129772303452	0.285623862951	0.0598935314703	0.5211184312
ì	0.0001202433474	0.00117291802541	0.0491128572173	0.249935943984	0.164795283823	0.534862777067
k	4.74926736333e-05	0.00057034037027	0.0175872048058	0.413755254328	0.147886153941	0.420153563356
u	1.68767995444e-05	0.000375509476757	0.0070255866686	0.559639961443	0.21600439398	0.216937678785
à	5.78238074613e-06	0.000132026531486	0.0025582995732	0.283067465081	0.539897047993	0.174339402928
i	1.98638548204e-06	6.7776843062e-05	0.0008630318583	0.125994059627	0.628767015998	0.244306147643
m	8.87713129347e-07	9.97829910207e-05	0.000549109626333	0.205183876542	0.529640355333	0.264526005881
è	4.86024836782e-07	8.69348298536e-05	0.000442970025511	0.201839102514	0.595961201778	0.20166931196
r	2.01467564594e-07	0.000101047036131	0.000325001655237	0.162271757838	0.673061967259	0.164239997653
i	1.29916863531e-07	0.000108942288377	0.000291432277079	0.148574855046	0.487284259086	0.363740386218
</S>	1.05968006765e-07	5.93869036885e-05	0.00015516304654	0.074633481173	0.293592234543	0.631559673109
