 	mio	padre	ha	lavorato	sempre	</S>
o	0.772577645	0.191192197	0.0032332887315	0.0112776326215	0.0014493872	0.0202698025
c	0.465657431667	0.470475572333	0.00479280167717	0.0331543812072	0.00154985803333	0.0243699225
i	0.310912380556	0.627241140778	0.00509908839239	0.0344681347357	0.000890606984443	0.0213885911667
ù	0.250000641185	0.667655010259	0.0407410487975	0.0265077395786	0.000672141068148	0.0144233500556
r	0.196157841395	0.705441350086	0.0632280762658	0.0270933871929	0.00207432135605	0.00600497465187
i	0.165694543032	0.769556616695	0.0440331354219	0.0163229643976	0.00229495087535	0.00209777562396
m	0.071945650244	0.836720605565	0.033920505474	0.0551719817992	0.00114472116845	0.00109653381465
m	0.0464204254147	0.761191515188	0.022206537258	0.0675484159331	0.000881476742817	0.101751645105
u	0.0216547232949	0.482789454063	0.214500144186	0.0342120699777	0.00199515714761	0.244848481702
è	0.00739619713497	0.185478892354	0.473582124729	0.110203652659	0.0207080407159	0.202631102234
p	0.037326598925	0.138977342785	0.49752596491	0.193132047553	0.0539659969053	0.079072079078
o	0.0472938022617	0.106735443995	0.354325758303	0.364174089184	0.0855046189684	0.041966354026
l	0.0374098450406	0.0417420977317	0.221455242768	0.419246359728	0.249364869656	0.0307816284753
e	0.0340608136935	0.0195621248106	0.143302673256	0.435984616576	0.333101379885	0.0339884042918
m	0.0123415084778	0.0070828223702	0.0667733100853	0.584650018859	0.225299789962	0.103852550097
i	0.0050542240776	0.0027410526284	0.0429450133618	0.452784192953	0.212702959987	0.283772556699
m	0.00187211996087	0.0009860805378	0.0299358239873	0.270904410984	0.230594259996	0.4657073089
m	0.000808105549723	0.000427548785933	0.0158354505291	0.166716812661	0.152061314332	0.6641507763
è	0.000291849812674	0.000184998893511	0.010129636443	0.0677442432203	0.170602089111	0.7510471921
n	0.00829090525422	0.00091429127937	0.008475894081	0.0431757894068	0.472795369704	0.466347783367
a	0.0109369650192	0.00115609214772	0.00846124409367	0.0404488914689	0.612697456568	0.326299397122
p	0.00425099077417	0.00048048694384	0.0102696220979	0.0368472184896	0.663839852189	0.284311812707
à	0.00318561449139	0.000261625615613	0.00945913213597	0.0255448784965	0.691349927396	0.270198761236
n	0.00385386739713	0.00137906859954	0.00415727828199	0.0116250878322	0.718918465799	0.260066228845
t	0.00505999196571	0.00207436876651	0.00279140592733	0.0110318652774	0.8431392186	0.135903154715
a	0.00383781200324	0.0010220260114	0.00138528497578	0.0094904127658	0.589322541533	0.394941898238
</S>	0.00192384802362	0.00051133258955	0.00071614143789	0.0048721198929	0.340607898766	0.651368649119
