 	non	ha	mangiato	mai	un	rustico	</S>
e	0.81703165	0.0622041493	0.001723444	0.00063156272	0.0004521705	0.039906668495	0.07805039907
n	0.572381381667	0.0946077684333	0.0333902695333	0.02168325152	0.01708317491	0.0202823701617	0.240571792403
è	0.200241430656	0.388137104811	0.0507432561778	0.0296981597733	0.0227649769033	0.0137194583096	0.294695606078
c	0.074204720652	0.54372009827	0.113033160393	0.138896093858	0.0264159895678	0.0051932916922	0.0985366420893
h	0.049356408884	0.57475204609	0.136913568464	0.175231149886	0.0276389969426	0.0023590830654	0.0337487614831
i	0.038713871628	0.574921128697	0.247979487821	0.107116871895	0.0154247230675	0.00113139635647	0.0147125719944
f	0.017565903676	0.390133729566	0.429534352607	0.132437630632	0.0204587316892	0.00089471028549	0.00897498049813
a	0.006435253792	0.249440674189	0.438379374202	0.258763700211	0.0402902108964	0.000935175995163	0.00575563136604
m	0.00487760203067	0.0900845727297	0.432979568067	0.387058723404	0.0731044069655	0.00558881856505	0.00630634515535
è	0.00460988791022	0.0351873139432	0.326463651022	0.392547414468	0.161958682322	0.032798231855	0.0464348528851
n	0.00241045803674	0.0618743240144	0.330412935341	0.323697528156	0.185871747441	0.0386262949517	0.057106713995
a	0.00140367505558	0.0707082492748	0.30690332978	0.347238776052	0.226360749147	0.0214713563172	0.0259138450317
m	0.000798416328527	0.0240740251283	0.152220187927	0.405802205351	0.292129883049	0.0350830994391	0.0898921590106
à	0.000542769736176	0.00849801604043	0.0915793718757	0.313438095117	0.350612987683	0.098392924813	0.136935823004
i	0.000237013286392	0.00283476209731	0.0320813757019	0.232761278372	0.447160769228	0.186215264938	0.0987095243347
è	9.22586441307e-05	0.000945587959937	0.0109828496506	0.163934516124	0.500669916409	0.260558221646	0.0628166047782
n	4.70200637102e-05	0.000326544181312	0.00420934855687	0.111268723708	0.567025372136	0.277330540549	0.0397924089261
a	3.46395495701e-05	0.000120455894137	0.00188043385062	0.076218229236	0.487378470712	0.334781103516	0.0995866703087
n	3.39153935234e-05	0.00581901467841	0.00751148018187	0.053238859412	0.469496703571	0.345444574505	0.118455467436
r	0.000543795094508	0.00934811712614	0.012107294394	0.048029671804	0.439907217857	0.405139974835	0.084923909812
ù	0.00114789856484	0.00474640466795	0.00678697897983	0.021824411286	0.214735632019	0.642283181612	0.108475463271
s	0.00100485588828	0.00615462394855	0.00658625567511	0.0122768034467	0.0918884094063	0.773086067204	0.10900299309
t	0.00157982606276	0.00703870838285	0.00713106995837	0.0098675794489	0.0555678991354	0.750947595735	0.167867359697
i	0.00161208406759	0.00276132025722	0.00299052779936	0.0040823829773	0.0244057004918	0.667044221912	0.297103763232
k	0.000553373809763	0.00123425100534	0.00170181717969	0.0045301305201	0.0160561176106	0.645849040637	0.330075231077
o	0.000186586631121	0.000725379686067	0.0012764022709	0.0047659563067	0.0148300116369	0.565332193546	0.412883467026
</S>	9.41020465105e-05	0.000363038084464	0.00064494595195	0.00251787185335	0.0100856794685	0.463609866773	0.522684518513
