 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.573150485	0.231057304	0.0378972765	0.0392299933	0.000712767985	0.01131620352	0.0077528966	0.00052335691	0.098359695
d	0.258586302667	0.561422168	0.03013814097	0.0390873757	0.000707027288333	0.011061094699	0.006095431011	0.000334875664533	0.0925675788
ì	0.088442849389	0.829313109333	0.0148195301267	0.0178679275	0.0120280986561	0.00381646284867	0.00214236351467	0.000113773627578	0.0314558863333
s	0.29777518063	0.649146583111	0.0103788461422	0.0134220618333	0.0160757610754	0.00141622204622	0.000839500993557	4.1505191726e-05	0.0109043826549
o	0.36750662851	0.54038597437	0.0442596131474	0.0238325989444	0.0180241532151	0.00160403635541	0.000592463706519	1.75261900287e-05	0.0037770431154
n	0.127378803803	0.74988383479	0.0559697498158	0.0339344089815	0.029058113405	0.00167770078347	0.000541310425506	0.000131254078463	0.0014248319418
t	0.0520705929343	0.882950701597	0.0206199887386	0.0214805867605	0.0206075369883	0.00068898675949	0.000234578378502	0.000169303843854	0.00117775946393
a	0.0227083560314	0.650144035199	0.134058089613	0.136753153353	0.0431098671828	0.0053974370865	0.0023169837595	6.22952519847e-05	0.00544981335464
t	0.00932859433047	0.286802609733	0.188552945204	0.372206884451	0.0612986273943	0.0263475480288	0.00882722325317	0.0322153638703	0.0144201971182
i	0.00637452371016	0.139623848244	0.277172313735	0.44098841815	0.0403642801314	0.0302902598763	0.00909271901772	0.0429299347791	0.0131636685727
k	0.00473796303672	0.0621135850813	0.300540541245	0.43410804605	0.122476579377	0.0231109211588	0.0112354329392	0.028618683082	0.0130582200576
i	0.00342902681224	0.0326965768938	0.277146783748	0.46754386535	0.149049513126	0.0211826892529	0.0120961775464	0.0238515612747	0.0130037724725
a	0.00210462972648	0.0115034329913	0.355240527916	0.41475198845	0.159284401042	0.0146733782843	0.0210078747488	0.0107789110056	0.0106548129442
t	0.00087947216456	0.00473611769043	0.222072480639	0.332417649483	0.208700870347	0.0265896964281	0.0503672682496	0.107115174002	0.0471212549814
è	0.000471695065687	0.00244012308348	0.123990531546	0.423672583161	0.181173756782	0.0297709791427	0.0474165130832	0.137710677801	0.0533531444271
r	0.0299171565661	0.00110994809449	0.199369657182	0.489479431054	0.169144962261	0.0234942020476	0.0209989073611	0.0480358282003	0.018449908909
a	0.0397665205487	0.00065657247143	0.252503019061	0.487535657018	0.126794110754	0.0473272476825	0.0200191534537	0.0185295996334	0.00686811646967
t	0.0187772285429	0.00218534905041	0.158248136487	0.398864922339	0.298526806918	0.0466819170275	0.0196578644846	0.0542647609778	0.00279302068989
i	0.011873413581	0.0027017256838	0.116021845629	0.378882067446	0.378792905639	0.0231097204758	0.0195545411615	0.0670085248593	0.0020552668633
n	0.00632500139367	0.00170803379493	0.0997137642097	0.341968531482	0.335976738546	0.0150317213919	0.0244146587205	0.172709789486	0.00215178668777
ì	0.00435825874256	0.00136972507659	0.0446695887366	0.324881719494	0.304866907849	0.0753760696973	0.0264572885735	0.216215286495	0.00180519286259
c	0.00146713174285	0.000463397573813	0.0398306812455	0.396414219831	0.260053717616	0.162035939899	0.0310386421912	0.103229390165	0.00546691612086
h	0.000605213838283	0.000184459506604	0.0505054704152	0.263968213277	0.361913865872	0.131401416633	0.102743808064	0.0620243973883	0.0266531790403
a	0.000316860346761	8.4831819388e-05	0.0551727101384	0.216523977759	0.301393431957	0.0852308855443	0.228411949355	0.0603136984628	0.0525516663468
p	0.00151258140959	0.000866295578316	0.0334268455461	0.156361700253	0.292384413986	0.0598903622481	0.196819650452	0.216984532821	0.0417536069156
à	0.00196556345986	0.00112668883995	0.011750003182	0.063509283751	0.256860448329	0.214143067816	0.118298137484	0.311070707607	0.0212760911052
r	0.0444670106766	0.000641522527165	0.0281045215607	0.052039533917	0.12293051811	0.270655650272	0.0993063534947	0.364572959202	0.0172819430351
o	0.0586038432402	0.000480102724055	0.0390341885202	0.0606202313057	0.08250453437	0.0996987747573	0.209831812165	0.403328509734	0.0458980130117
n	0.0251517424281	0.000554096123018	0.0212826623401	0.0507399484352	0.0435208974567	0.0377379531858	0.233943130722	0.535172373245	0.0518971935372
t	0.022130911476	0.00249163210767	0.0114711711467	0.0296179191451	0.0321944844856	0.0144541142286	0.260116130241	0.516340404415	0.111183213712
a	0.0155360305633	0.00274385566643	0.00595842659223	0.013589208915	0.0242764662952	0.0164173499762	0.403889416747	0.216714841472	0.300874404571
s	0.00755762259243	0.00153900475269	0.00218404900074	0.00646660097167	0.0547664808984	0.0162105154921	0.326590722249	0.292941820491	0.291743211524
t	0.0105104978641	0.0277621104842	0.00312002962691	0.0234291041239	0.0995490236328	0.00921420199737	0.28288510075	0.307961182264	0.235568787175
i	0.00912513933403	0.0358790486354	0.0033266450303	0.0280263253846	0.0696361221443	0.0157518146658	0.295719806917	0.113151946855	0.429383185725
n	0.00358277455734	0.0122657274692	0.00130544693143	0.0102610585382	0.0379275983148	0.0154219677219	0.273047358972	0.123076716285	0.523111361908
a	0.00173091628791	0.00439470126398	0.00113781871048	0.0065478795794	0.0291696837716	0.0073742536073	0.274441686324	0.170907035428	0.504296020636
g	0.000999523031437	0.00154237515558	0.00101614133683	0.00518154439313	0.0141320330905	0.00432716680243	0.201693483775	0.403883785143	0.367223933545
l	0.0178276522438	0.0818877037952	0.00678221574561	0.0432598419977	0.0395994185302	0.00472636266748	0.116843461258	0.432156786714	0.256916527848
i	0.0230308308046	0.108592710476	0.00860325289387	0.0553392193826	0.0459550807434	0.00916198955583	0.0936492954193	0.159794553238	0.495873049283
s	0.0085049001582	0.0363712826927	0.00313755864329	0.0194199475109	0.0169161404811	0.00845958091861	0.0692223751398	0.130224467079	0.707743749761
ì	0.00382558188607	0.0122971043485	0.00134185128776	0.00746437911363	0.00728639754703	0.0119380540395	0.0553145317133	0.387769639026	0.51276246992
a	0.00145572645502	0.00409955897529	0.00071062382592	0.00364023091454	0.00313599120234	0.0153169165132	0.0519065972378	0.583483726342	0.336250629973
</S>	0.00073287596701	0.00205046058499	0.00069332644796	0.00345376585727	0.00245392105117	0.0118959825066	0.0469845386189	0.554086283171	0.377648844986
