 	non	ho	cosa	è	da	mangiare	</S>
e	0.8203077	0.0700456595	0.0142244571	0.00047291376	0.001211820915	0.001239291055	0.0924981786
n	0.562304182	0.0931072115	0.0768038840333	0.0317223230867	0.019883142515	0.00450981922167	0.211669445267
è	0.200182674333	0.2344817955	0.203528991344	0.0775041210289	0.026797457605	0.00561092286389	0.251894057856
c	0.071597346111	0.282517110167	0.347675507115	0.146431003676	0.0531863533017	0.0135269407446	0.0850657534287
h	0.0477301283703	0.402237681722	0.303253331038	0.140013612892	0.0615289203339	0.0161548625949	0.0290814781196
o	0.0384859557234	0.420959031907	0.376526992346	0.118967719297	0.0272299593446	0.00549707719497	0.0123332713065
t	0.0146880882578	0.164454571969	0.504793350782	0.267091576432	0.0390914264482	0.00244212528166	0.00743885456883
i	0.0054226933226	0.074881492203	0.360871810261	0.483204405477	0.0637651121494	0.00548762282722	0.00636687332294
è	0.0021278181642	0.0251139364067	0.22529876342	0.575974698492	0.134046730716	0.0247599684424	0.0126781021076
n	0.0013550350914	0.0102571608279	0.16352096114	0.536742992831	0.177272270239	0.0968947428141	0.0139568493692
a	0.00132527419713	0.0052955789733	0.105035531313	0.376774414277	0.171751603413	0.313735400938	0.0260821994564
f	0.000796259669043	0.00264477558843	0.0407665607043	0.241917771426	0.284741287804	0.397730043646	0.0314032764855
à	0.000479836859681	0.00175755064836	0.0185934473518	0.161801003795	0.256795947185	0.539487337882	0.0210848651618
o	0.000305426939894	0.000586004040213	0.0062079524206	0.0543190907183	0.0943835319783	0.754367462627	0.0898305460539
</S>	0.000164607349947	0.000293112277927	0.0031165594898	0.0276741495592	0.0599375484892	0.751002756313	0.157811273027
