 	lo	sentii	che	viene	</S>
t	0.93521225	0.01908043285	0.010424666183	0.025127782315	0.0101548795
o	0.625251143333	0.319894535283	0.017566034061	0.0261584863717	0.0111297578333
n	0.227105150178	0.409172780328	0.0280968853537	0.323090433391	0.0125347052778
ì	0.076672894126	0.460205175343	0.0342073477846	0.421434624864	0.00747995530927
k	0.334050933042	0.500869118448	0.0215190228282	0.140998443068	0.00256248958962
u	0.419272899581	0.511647179483	0.0192110735094	0.0486123454027	0.00125647403307
s	0.14377071276	0.620059879828	0.210468499503	0.0185852197342	0.00711565191102
a	0.0537047462533	0.539891166609	0.361475159834	0.0314837795114	0.0134451419703
n	0.0264181377511	0.402293242203	0.404715866611	0.15346587817	0.0131068783234
a	0.015823658217	0.160057990068	0.379618112204	0.41563724939	0.0288629854411
r	0.0576728003723	0.0704113740227	0.222945777401	0.617529499797	0.0314405534804
t	0.170302266791	0.0410908793409	0.2295342358	0.494308103266	0.0647645381601
i	0.155900496056	0.021173311553	0.195290239567	0.257563051089	0.37007290272
</S>	0.077973418717	0.0106131334355	0.0984406212335	0.184874870545	0.62809792136
