 	è	possibile	che	è	entrato	da	qui	</S>
i	0.806481	0.15867455255	0.0020756085765	0.00047605191675	0.0186389844685	0.004067167972	0.000230563027	0.0093561449
s	0.6555562	0.175859546517	0.0056182861255	0.00210413558558	0.0525419571562	0.0940573529907	0.00373873404367	0.0105238211667
o	0.460099063333	0.247492877839	0.0712563780418	0.0112900138619	0.0706432037187	0.123436801864	0.00489453125456	0.0108871509222
g	0.239962121111	0.45373740928	0.152781449347	0.030364333954	0.0519419282396	0.0597610871547	0.00277711215819	0.00867457324073
g	0.11103494837	0.555410673093	0.206915753116	0.0578409819847	0.0266839257265	0.0364567038629	0.00205094649073	0.00360605244691
è	0.0471171724567	0.630795354364	0.168740882705	0.0901338473282	0.0164723532222	0.018462910099	0.000741092648243	0.0275363545823
s	0.0320458991522	0.589551994788	0.177288912568	0.0977043491094	0.0225268440741	0.045486093033	0.000448201729414	0.0349476929794
t	0.0376396353841	0.467498448263	0.265718780856	0.14872866637	0.0172751533914	0.0481993440973	0.000298427882805	0.0146415574451
e	0.0316365064614	0.332189689421	0.215010948285	0.309025225457	0.0305153408305	0.0205167421188	0.000184413713935	0.060921150815
k	0.0206501511538	0.266531629807	0.217494414095	0.367681411819	0.0393660386102	0.0140685767063	0.000500355984645	0.0737074425483
a	0.0151445707179	0.202511550102	0.193149625698	0.40403165394	0.10664636787	0.0330827039021	0.00116967219488	0.0442638797928
m	0.0165581732393	0.0708755722007	0.0760759838993	0.32495856998	0.297507022623	0.171790357967	0.00249372159829	0.0397406155976
b	0.0164485711798	0.0260641975669	0.0349033422998	0.419613741993	0.274024468541	0.194832337189	0.00451808419943	0.0295952615325
ì	0.0273038958266	0.0089332583323	0.0182102627799	0.448330180931	0.0937485891137	0.074100346263	0.00788078506648	0.321492684511
k	0.0332409442755	0.0118672104208	0.0374345776066	0.397794570577	0.0382482316379	0.0413839937543	0.0240029053555	0.41602757817
e	0.0154428577585	0.0128213173009	0.0438723728055	0.397236860192	0.092486610546	0.193872506918	0.0523706684518	0.191896806057
a	0.00588792261217	0.00428249218077	0.0146714334042	0.150034012064	0.107683898515	0.259389088973	0.344240592817	0.113810557686
p	0.00302668556339	0.00190653171339	0.00515827663373	0.0538593070213	0.0471097648383	0.132840269658	0.711732564272	0.0443666342287
ò	0.00230799235446	0.00111218379264	0.00198082098668	0.0209528591621	0.0239588379794	0.100170246553	0.823905054757	0.0256120517429
t	0.00275538295149	0.000389334449057	0.000870682270993	0.00779979354237	0.0220478466931	0.104262787518	0.842752018252	0.019122174581
t	0.0800866959838	0.00137466201302	0.00100028909033	0.00561267564746	0.028599797231	0.0817070241727	0.764092906084	0.0375259411937
u	0.104257566068	0.00168463810549	0.00083319068505	0.00408177012515	0.0173741005637	0.0397832361576	0.557702628695	0.274282857065
</S>	0.052342104144	0.00084239195447	0.000416682024935	0.00204493272657	0.00872783701185	0.0233786707288	0.426793054347	0.485454328532
