 	è	facile	che	stanno	ancora	svegli	</S>
è	0.528205933	0.4474732516	0.00074078955	0.00044520995	0.0070363330015	0.00019668949	0.015901831195
f	0.314508066333	0.6500463172	0.0258336949833	0.00172385507	0.00243367228483	0.000106141688333	0.00534828869967
à	0.208588808878	0.750476305733	0.0356249014611	0.00256012609	0.000887723380943	4.42657744443e-05	0.00181782401289
c	0.0875154480593	0.849402981911	0.050736810287	0.00434374509667	0.00726624479631	9.01399814814e-05	0.000644586131297
i	0.0477136442864	0.86949697397	0.0625981857623	0.0100119886989	0.00957547486544	0.000147067633827	0.000456668229099
l	0.0756304780288	0.767726211323	0.122844604254	0.029759201233	0.00346227365515	0.000110380288609	0.000466871033033
e	0.0871884230096	0.435636311774	0.205816634751	0.267446177078	0.00270135998505	0.000181869543536	0.00102923753434
k	0.0334809296699	0.174083828591	0.42369231825	0.363680042359	0.00275402669502	0.000408803834512	0.00190005961145
a	0.01391353779	0.068397392597	0.451244121083	0.45414579412	0.00961090359834	0.000536255118171	0.00215201483715
s	0.00747581026333	0.0308969182657	0.419268008694	0.52485514804	0.0120053788328	0.00132074049272	0.00417802137905
t	0.0472129448544	0.0186364594219	0.418414229565	0.49987618268	0.0046185708976	0.00141274453991	0.00982887545968
è	0.0593489314848	0.0080890835073	0.179451385522	0.46151242756	0.262707213619	0.012976658689	0.0159142671532
o	0.0201589552416	0.00624149320243	0.0662099158407	0.208057737187	0.390759611206	0.253838957563	0.0547332990511
n	0.0671238099605	0.0154264127341	0.0948534502802	0.227025513729	0.176138610069	0.327987721854	0.0914445096837
e	0.0830489117402	0.015608693278	0.102285954793	0.30375690791	0.315231936356	0.116350189785	0.0637174399946
a	0.0279771171911	0.005535245616	0.0385897649643	0.20088742597	0.462465112119	0.166491476428	0.0980538834315
n	0.0146372802547	0.00624874202867	0.0185963789214	0.09206539099	0.26107038564	0.320430958809	0.286950871144
k	0.177456953085	0.0116763093429	0.0119305765738	0.18011073933	0.0941134618133	0.244854779223	0.279857145381
ò	0.226451756168	0.0092014411933	0.00795395423693	0.208771556477	0.354303822271	0.0915958616943	0.10172157946
r	0.075748508046	0.0031567247001	0.010690532458	0.129039742192	0.58230352409	0.0758477928981	0.123213189153
a	0.0255149920173	0.00116265434003	0.0116187353227	0.102137620797	0.662019174697	0.0645011976327	0.133045622384
a	0.00853197992757	0.00042795905101	0.00397320746423	0.035062884149	0.593573101566	0.268507692544	0.0899231367947
t	0.023310668079	0.00753534340467	0.00765166434141	0.0130338291997	0.253242721522	0.521589170848	0.173636552265
s	0.316004586693	0.0223149271349	0.0116156734471	0.0193758603999	0.093114246674	0.363065749416	0.174508928422
ù	0.39312912794	0.0198940019916	0.00672386845903	0.0212188964666	0.233754510725	0.172637398939	0.152642203807
n	0.131092826204	0.0067447452972	0.00519796046301	0.0109231778222	0.283003302242	0.19831965298	0.364718334602
n	0.151332606583	0.0173229484524	0.00672379855434	0.0102649366074	0.132789692747	0.158042981993	0.523523044867
i	0.158181888688	0.0207715347361	0.00431421235721	0.00704578416663	0.167790867582	0.272954011664	0.368941730289
t	0.0530440785027	0.00696520206737	0.0205227388915	0.00887872001971	0.153381572194	0.315554124888	0.441653592096
i	0.0178894783022	0.00254358439246	0.0260608672872	0.0101206760066	0.075732670398	0.124239629296	0.743413114032
</S>	0.0089712536831	0.00154986489623	0.0132343681286	0.0060125300033	0.066292495199	0.080683914648	0.823255582016
