 	voglio	che	Maria	che	venga	domani	</S>
i	0.85247242	0.0445041116	0.04374425738	0.00485447437	0.004477075875	0.0068579956	0.0430896525
t	0.548889913667	0.0477461135333	0.0763507141267	0.0401742494567	0.0355668359583	0.233627809033	0.0176443562
è	0.483641811556	0.0440302608444	0.0641927900422	0.0497183609856	0.0450207607528	0.305747544011	0.007648462
l	0.780270653852	0.0484483002815	0.0279190215807	0.0178519126285	0.0174282416509	0.104978099337	0.00310376828467
o	0.584576828117	0.323057663427	0.0260784730936	0.0184051630095	0.00836804361697	0.038253570779	0.00126024037956
k	0.314031369539	0.471441687809	0.0671921023645	0.0347247653365	0.023414230639	0.0883680842597	0.000827738783187
a	0.226765728513	0.329318795936	0.229950554122	0.0678712884455	0.0359917258797	0.10913329642	0.000968608451062
i	0.0832241468043	0.216728510545	0.246846368707	0.0683033731485	0.0682993019599	0.31151844714	0.00507987658369
M	0.0277870197831	0.073565246097	0.0898394034023	0.0340569073828	0.181910643987	0.58674437238	0.0060964324279
a	0.0101581562427	0.0255153207477	0.314221757634	0.0375724804609	0.193012353662	0.41406517646	0.00545478037597
r	0.00716296284757	0.00966398740257	0.392855376211	0.0676296588203	0.135264710221	0.190782021153	0.196641313459
ì	0.00528400225719	0.00340177626552	0.15389707007	0.167061426273	0.173861283407	0.238082053718	0.25841239092
a	0.00176572838513	0.00114217157084	0.0697901473567	0.172518107091	0.219311877802	0.440427777906	0.0950441600733
n	0.00311548155311	0.000456155744613	0.0294865344522	0.0759829373637	0.320159259267	0.528879609302	0.0419200306911
a	0.00365688384104	0.000327016898204	0.131997307151	0.139751862455	0.329372149756	0.354268959767	0.040625870897
r	0.00997065417035	0.000675467832735	0.166131776717	0.182359124152	0.350241446585	0.250172726589	0.0404488399657
t	0.13567531339	0.00426714957758	0.120444803239	0.131937528051	0.300413698028	0.187252609396	0.120008922989
i	0.168920678811	0.00499994782899	0.10288186818	0.139025432684	0.194179198509	0.183429686999	0.206563187663
à	0.0563106173326	0.0016674299334	0.0362502002167	0.105548962328	0.272817382836	0.395569412333	0.131835997211
v	0.0190986105918	0.000637027761738	0.0133433473622	0.0472346162093	0.345308450945	0.504186557444	0.070191403727
v	0.0432819416306	0.00345692468391	0.0126254306874	0.0375505774031	0.255750799648	0.330750851481	0.316583464576
r	0.117001390544	0.0057717187613	0.0115125371291	0.0256327318677	0.090895136216	0.119502201827	0.629684271525
i	0.105013349911	0.00338639987177	0.00785097227637	0.0262350376892	0.039972384072	0.0530036162757	0.764538240508
</S>	0.0525459645505	0.00170289906289	0.00949617763818	0.0378136323446	0.029973284536	0.0399854231379	0.828482620254
