 	non	aveva	dove	a	stare	</S>
e	0.83130667	0.0770978222	0.0177495817	0.0008615955	0.0102346547	0.0627496553
n	0.5444767966	0.0885393120667	0.0252993832333	0.00418647203333	0.2325657747	0.1049322253
ì	0.183024143333	0.349269095356	0.0347012324111	0.00570179681111	0.3093673449	0.117936335833
c	0.062864829311	0.531331031785	0.20753819947	0.0482741654037	0.109561706167	0.040429991411
h	0.0612792967703	0.532524157262	0.276941058157	0.0637318595679	0.0449744259223	0.0205491492037
e	0.0614997879234	0.433051747087	0.402218744386	0.0521659876226	0.0287435639741	0.0223201447346
p	0.0247896142078	0.183507922029	0.657438304795	0.0836527392075	0.0256196593247	0.0249917639115
u	0.0103586829959	0.093590956443	0.565203874932	0.227493683069	0.0759319984416	0.0274208156372
s	0.00361728714663	0.0343604639143	0.346865504977	0.41445951769	0.170802416147	0.0298948022124
t	0.00311044483688	0.0236666426381	0.224263171659	0.57019591923	0.147828822049	0.0309349854041
a	0.00294923850729	0.0173280279779	0.12813009662	0.54243722641	0.210904890683	0.0982505031347
s	0.00100021385543	0.0058656651912	0.04359544628	0.290584353803	0.538759933561	0.120194376712
ì	0.00295747574314	0.0020447314819	0.0159347757	0.181877742934	0.52762487952	0.269560414571
</S>	0.00541428537157	0.0010234967182	0.00986280625	0.198861071467	0.32057102226	0.464267357286
