 	nella	pasta	vuole	sale	</S>
s	0.9673043	0.004165582	0.000837088936	0.01191414153	0.01577893025
t	0.87039849	0.0111441036667	0.00456533017867	0.02323183651	0.09066022025
i	0.816221086667	0.0406174335556	0.0100632223929	0.01985185467	0.113246391883
p	0.583297459556	0.0557332078519	0.0191053094643	0.297953806057	0.0439102500943
à	0.207963500385	0.308894729284	0.0729409488214	0.390075465576	0.0201253909781
s	0.137215629995	0.555662406428	0.143586896274	0.156737450082	0.00679764821737
t	0.122536102332	0.669795518809	0.113653270091	0.07881146074	0.0152036363505
a	0.0504448430107	0.683136059603	0.21364095803	0.0288391829593	0.0239389297835
t	0.0189307091036	0.410889656534	0.33128125601	0.22287775432	0.0160206250945
è	0.00847720316453	0.182313736845	0.397278375337	0.381851774773	0.0300789028648
l	0.00532269198484	0.0911447379483	0.562262725112	0.307938688258	0.0333311645216
i	0.00431604511828	0.0482456462161	0.550786555037	0.360120746086	0.0365310154072
à	0.00158640900809	0.0169118637427	0.323059729012	0.618966028695	0.0394759716024
l	0.000533394216097	0.0057805476649	0.156634117004	0.820817489565	0.0162344795675
a	0.000183102380432	0.0020841367583	0.115130855668	0.715738723188	0.166863190756
</S>	9.8273600716e-05	0.00108646871415	0.086828237834	0.587199601594	0.324787395378
