 	voglio	che	Maria	venga	domani	</S>
i	0.92154377	0.01860533775	0.0182891429	0.00591053705	0.01300457	0.02264673085
t	0.607665963033	0.01775440645	0.0234616736333	0.0230967590167	0.319175167	0.00884611305
è	0.520565110711	0.0164455320167	0.0167597932111	0.0278891700056	0.414930945933	0.00340949667
l	0.79510560357	0.0284425330056	0.0102699984037	0.0147862100019	0.150031728911	0.001363953325
o	0.57737522619	0.288962666002	0.0525248468012	0.015302515334	0.0649926649703	0.000842076656667
i	0.2008235778	0.363101856501	0.0673219236004	0.0492926794447	0.317970453657	0.00148946171889
M	0.0669721585973	0.12194556428	0.0281818452001	0.137964648482	0.643556901219	0.00137885826296
a	0.0272395307931	0.0427354533733	0.311376717733	0.150780168161	0.46552193274	0.00234617851099
r	0.0154452235977	0.0164090711378	0.408332459244	0.17324213472	0.207667013247	0.178904082504
ì	0.00661215495923	0.0056732851026	0.202559296415	0.260199154907	0.288122957749	0.236833125368
a	0.00220973257579	0.00196797397487	0.130324503372	0.286717618302	0.496627285916	0.082152838656
n	0.00129084622131	0.000720308975623	0.053420321024	0.398094159434	0.514948295305	0.031526028352
a	0.00112117527377	0.000621804578541	0.292839135675	0.370673529811	0.313357013435	0.021387338584
r	0.00592556342459	0.00126078229285	0.381777615225	0.399889366604	0.190261559478	0.020885128528
t	0.0834779004749	0.00499878303095	0.194742538408	0.378068486868	0.131555790493	0.207156495843
i	0.10391545656	0.00551482318565	0.138616049469	0.246665316956	0.204662354164	0.300625995281
à	0.0346403785626	0.00184077240208	0.070963930623	0.354449728985	0.401755411388	0.13634980114
v	0.0117059425948	0.000719174742227	0.0288301760077	0.475797642995	0.419351077129	0.0635960150933
v	0.0131822506316	0.00288071892408	0.0193788183359	0.363274782165	0.255909627376	0.345373813698
r	0.0383895615439	0.00504952220803	0.013782291512	0.126918958555	0.0964912244587	0.719368437899
i	0.0377084129613	0.00328651083934	0.0295721345707	0.0537550338517	0.0511703164862	0.8245075793
</S>	0.0189105731506	0.00171766857467	0.0510914822854	0.0389245934259	0.0472989402431	0.84205673965
