 	vuole	pianto	</S>
i	0.949503575	0.030305536	0.0201909291
t	0.681688508333	0.254519534	0.0637920073667
è	0.583398502778	0.336332101333	0.0802694391222
l	0.819975750926	0.139479506044	0.0405447638716
i	0.622009495309	0.350020907615	0.0279696087881
k	0.547927060103	0.427163337205	0.0249095881627
l	0.519215743368	0.331421613735	0.149362624621
a	0.184724072019	0.350350701245	0.464925224874
m	0.0749600992363	0.435813063748	0.489226834958
m	0.038318872038	0.411480252583	0.550200871653
è	0.0128353132052	0.146644335194	0.840520357218
n	0.299342728968	0.0739891047313	0.626668149073
o	0.394839194916	0.0590351299104	0.546125646358
</S>	0.197500875348	0.0497708974552	0.752728223179
