 	si	è	rotta	la	coppa	</S>
e	0.585292315	0.2103083745	0.03905124669	0.092955091495	0.007651559	0.064741391
g	0.2838915581	0.2314332415	0.04168028423	0.385093863832	0.021592852	0.0363082042333
l	0.0997652148	0.423804663833	0.0201558187433	0.420979959244	0.0217685948933	0.0135257595878
à	0.0375391893267	0.541341147944	0.256107804914	0.150683231715	0.00771630102443	0.00661230990593
s	0.108879535169	0.454913642648	0.350020471638	0.0734345472383	0.00864532317481	0.00410642370531
t	0.175615201723	0.523765080883	0.229630477213	0.0380864233128	0.0085593626316	0.0243433898718
i	0.101629527058	0.361404726961	0.470910225738	0.0241336393376	0.0037291937172	0.0381926826239
e	0.0339776082623	0.134838583454	0.745780775246	0.0382202347792	0.0236530401724	0.0235298005413
c	0.0113368662671	0.0455427678847	0.542820064415	0.23880521326	0.138866476724	0.0226286511804
ò	0.00451957400903	0.0154229668616	0.206566584138	0.319434571087	0.364710218908	0.0893461210601
p	0.00263545576968	0.00547814016387	0.095525133046	0.155614413696	0.639860806303	0.10088610282
p	0.00188981442323	0.00224758662129	0.0446240700153	0.0891982558987	0.817116968768	0.0449233444067
a	0.00128395719108	0.000922645657263	0.0217466339051	0.0569968352996	0.681178296256	0.237871639136
</S>	0.00069819332054	0.000462247018882	0.0120505668026	0.0378899006498	0.511937808128	0.436961269568
