 	sto	ancora	cucinando	</S>
s	0.956961275	0.0120167975	0.01918700975	0.01183493685
t	0.680720611667	0.00927314416667	0.0197430601167	0.29026317695
e	0.358942060556	0.216913609056	0.0102022905722	0.41394199565
a	0.227295200185	0.324514223019	0.115688973857	0.332501561883
n	0.113544816728	0.15486361434	0.158978675286	0.572612900628
k	0.379291892243	0.06001679678	0.063911509612	0.496779815676
ò	0.456311011364	0.344175417593	0.0295039753873	0.170009586359
r	0.191155901071	0.694795252531	0.0508823947958	0.063166448453
a	0.1026944293	0.815352730844	0.0576247979319	0.024328026151
m	0.04934026871	0.634482976948	0.302757657644	0.013419096717
a	0.0315730097387	0.421094392316	0.452675575881	0.0946570575723
r	0.0873245467482	0.315551214439	0.249469155294	0.347655132524
è	0.105906589096	0.12639755848	0.416345671765	0.351350200841
o	0.0353344880423	0.0678389068267	0.619175990588	0.27765059028
n	0.297478364178	0.0310384186756	0.395592023529	0.27589117676
t	0.704763021393	0.0117216167585	0.154981513843	0.128533844587
a	0.554831298153	0.00492718853617	0.106218347281	0.334023163862
</S>	0.27741968561	0.00261580149308	0.129247268641	0.590717246931
