 	il	ladro	poteva	entrare	da	qui	</S>
o	0.9401297	0.02687230415	0.0020599528565	0.0132102787835	0.0024402551515	0.000468403885	0.014819083
l	0.616351857667	0.04686972905	0.0054706450855	0.0642176035945	0.241925926517	0.006807011885	0.0183572253333
à	0.209938022589	0.294306788017	0.0457698490285	0.105300032865	0.320362192739	0.00886323414333	0.0154598493111
d	0.335519439896	0.420612012672	0.0560075532328	0.071296341955	0.10825931398	0.00296504620791	0.00534027053715
r	0.624299066632	0.286323060891	0.0201538475676	0.028947837985	0.0374188513933	0.000995885084437	0.0018614423225
o	0.456088319956	0.224889140297	0.174637237123	0.123852377328	0.0162003900311	0.000354750676479	0.00397779235083
ì	0.152105728974	0.156717738099	0.259454339041	0.370524349109	0.0315132620104	0.0213080375038	0.00837661245028
s	0.068821257568	0.224326537366	0.141944258014	0.440809263036	0.0863165340035	0.0311401805013	0.00664207928009
o	0.0410671703627	0.216304653789	0.0873928490047	0.537827687679	0.100582699001	0.0135209838671	0.0033040393567
z	0.0268122902942	0.10294885393	0.127608274335	0.59467186256	0.124351614	0.020286926989	0.0033201822189
e	0.0221005374481	0.06207080911	0.138373900112	0.566474950853	0.178730448	0.0253919359963	0.00685739803963
è	0.00747183214047	0.0214094657953	0.063154649604	0.455192866951	0.185126126	0.260009225665	0.00763581187988
m	0.00547868102126	0.0082715718571	0.073120660768	0.242594272317	0.288117908667	0.374691168555	0.00772573115996
b	0.0981834526738	0.00614178591903	0.0836755469227	0.168930975439	0.314932166222	0.239975802852	0.0881602900533
i	0.126192077918	0.00430200502921	0.0356039063702	0.076993862713	0.181390300407	0.260189194284	0.315328666684
a	0.0421583378052	0.00143525076877	0.0118986232944	0.0264087208843	0.0869460638023	0.513113471428	0.318039504895
p	0.0140559936126	0.000496134763423	0.00406623603313	0.00939729379477	0.0338947424341	0.822803990476	0.115285592198
ò	0.00473762859253	0.000182878951974	0.00144001928688	0.00345678959826	0.014197532978	0.905204806825	0.0707803352993
t	0.00335354604751	0.000199425777158	0.000545950968127	0.00237655277942	0.0138995639927	0.921037745608	0.0585872037664
t	0.0048097394825	0.00138451449239	0.000910535312709	0.00300043972647	0.0145857336642	0.831945681869	0.143363339922
u	0.00358426293017	0.0016414363614	0.000966368037833	0.00199708935059	0.00687286636807	0.532878220623	0.452059719974
</S>	0.00181341291909	0.0008209049766	0.000483303569311	0.00100095713794	0.00352960740404	0.340088150312	0.652263629987
