 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.7513885	0.148543547675	0.0189697496475	0.07392098785	0.00011317500815	0.000148121439	0.00115205861	0.0007518124175	0.0050120632
a	0.441590263333	0.387614399225	0.0378192718825	0.10110696795	0.00026350408605	0.000280909219667	0.00121964756333	0.000754441298167	0.0293505719667
ì	0.169968038178	0.695497399742	0.0347025066275	0.06307252665	0.000584073738683	0.000290163563222	0.000556465554443	0.000264810982522	0.0350639856122
s	0.138166613126	0.794326499914	0.0298772208758	0.0237205968167	0.000915566212894	0.000829535784407	0.000340388498148	0.000113694749641	0.0117098518686
s	0.167100017709	0.681775433305	0.128599622292	0.0157256642056	0.000694548813631	0.000972460835802	0.000242507296216	6.17638782803e-05	0.00482794156403
e	0.0961703182363	0.674834711102	0.201571760764	0.0235344874019	0.000631286713877	0.000424024082934	9.9941307572e-05	2.16972635934e-05	0.00271171782134
r	0.0375266207454	0.792562693701	0.148080035255	0.0191729040006	0.00106445300463	0.000333681144311	6.5373514524e-05	9.05261282978e-05	0.00110364780045
e	0.0181059248818	0.6432004679	0.274519426752	0.0532311795335	0.00911141076821	0.0011177351681	9.46448748413e-05	0.000115288738966	0.000503903093483
k	0.00903957439393	0.392820382633	0.490612918917	0.0662791923112	0.0243014292561	0.0112409473227	0.00113849823495	0.00410320784252	0.000463854031161
a	0.00607910669798	0.237738193544	0.508464226306	0.18902791657	0.034704629752	0.0162453941076	0.00168345981165	0.00543810882384	0.000618979377054
e	0.00304566849933	0.0957430705147	0.384120995435	0.28098758219	0.140861083251	0.0726640043692	0.00609093423722	0.0133433134843	0.00314336652568
s	0.00682149299978	0.0915848068382	0.203527041812	0.168500497397	0.236167764417	0.112312488123	0.0568427164124	0.111458794495	0.0127843988419
ò	0.00764126669993	0.0805008805461	0.089338715604	0.136145835799	0.360274131472	0.0980790693743	0.0773595868041	0.137006629165	0.013653887594
z	0.140842275933	0.0284150451154	0.131411896868	0.120794579933	0.339202141157	0.135587593125	0.0482304436014	0.0503732879883	0.00514274744467
i	0.185304745578	0.0101257631998	0.130872173689	0.276364894644	0.167661661052	0.154587317708	0.0538718745338	0.0182243850294	0.00298720051489
k	0.0834597854593	0.00955402722793	0.066786037963	0.315670661381	0.205794203684	0.254848005903	0.0479511088446	0.0124430201098	0.0034931709383
à	0.0494796515031	0.00935779258731	0.0446183594543	0.12829374596	0.274504367895	0.382210045301	0.0816896302815	0.0228851400366	0.00696125631277
i	0.016551923645	0.0031248301441	0.0149287087581	0.06927931332	0.376863805965	0.332889808434	0.0920514997605	0.0840370500122	0.0102730362709
o	0.00553049224733	0.0011153376517	0.00517599255937	0.0447761201067	0.331488501988	0.262279262811	0.0892681662535	0.247493400004	0.012872729257
b	0.00346718915411	0.0111532963839	0.00247166221979	0.0338972207022	0.218988027329	0.208892835604	0.100831656751	0.398999283335	0.0212988240857
à	0.00279317768637	0.0144293057674	0.00138276320616	0.0174142871674	0.17979241311	0.183062739868	0.132779743584	0.436773067778	0.0315724926952
g	0.00288436669712	0.00491872730857	0.00121091360162	0.0132453679891	0.0879561640367	0.341565013289	0.156444789528	0.324197415926	0.0675772422317
n	0.00433392956571	0.00347415661619	0.00124465330054	0.0113274430097	0.0414586175789	0.339863429096	0.167704008176	0.354927145309	0.0756666440772
o	0.00296647769857	0.00288593467056	0.00050825671958	0.0040500912599	0.017818330093	0.146392246699	0.176156412725	0.395719968436	0.253502314692
</S>	0.00160786011428	0.00144539738303	0.00025527253889	0.00224841949495	0.0112939555465	0.0913927918495	0.140711111363	0.295881934218	0.455163272346
