 	che	consuma	poco	benzina	</S>
n	0.53736235	0.301900283	0.0536618025	0.0034246748	0.103650906
a	0.218206603	0.618649277667	0.0579493288333	0.00352104246667	0.101673782
k	0.089472834	0.614736315889	0.185262814278	0.0334007608556	0.077127284
o	0.0451082716667	0.61847473863	0.229035500426	0.0430106868499	0.06437078745
n	0.0209668435556	0.54903153021	0.137905005809	0.203755168848	0.0883414319333
s	0.204566930519	0.296999277403	0.107663682936	0.258253777416	0.132516290644
u	0.262229967106	0.465744985801	0.0894780286453	0.0872871490387	0.0952598068813
m	0.088053763202	0.5007892586	0.312663182882	0.0319560413462	0.0665376989604
è	0.0304152693007	0.431301582867	0.455284324294	0.0207074136821	0.0622913743201
t	0.0167825251002	0.341174796956	0.507672414765	0.0916644015607	0.0427058251734
s	0.0275392627001	0.175085521652	0.411907777255	0.10825953892	0.277207850791
i	0.025218183818	0.124212315551	0.337748744752	0.0380685694733	0.47475215693
a	0.00843701198967	0.0591340998503	0.577594061584	0.0441954392578	0.310639358977
l	0.00305795314556	0.0249438933834	0.486054867195	0.302874491086	0.183068759659
ì	0.00133677227852	0.0086433618278	0.403027535732	0.455988920362	0.131003379886
o	0.000521269682607	0.0031471243576	0.355513574577	0.569276696787	0.0715413282953
b	0.000323132550636	0.00108637750087	0.127600199059	0.837823632262	0.0331666657651
e	0.000258775454212	0.00048359422029	0.069631204553	0.732925384087	0.196701039922
n	0.000500762308737	0.000302901510097	0.0509438211843	0.697462024696	0.250790521307
z	0.0203045746029	0.000750512253366	0.0355116920614	0.689736844899	0.253696405102
ì	0.0357288335343	0.00100223315112	0.0279762597538	0.6455937283	0.289698958367
n	0.0226289213114	0.00143811875037	0.0146674418179	0.7719534961	0.189312059456
a	0.00903196744613	0.00144544985579	0.0102523546726	0.572752032033	0.406518253152
</S>	0.00452254553657	0.000732071186395	0.0061518611863	0.352700136016	0.635893451576
