 	ha	che	sono	usciti	</S>
è	0.671043815	0.28661564732	0.03258792171	0.001719432277	0.00803323635
n	0.567639198333	0.37014074244	0.0480374419033	0.00569575799233	0.00848690195
a	0.420206243344	0.424603640813	0.135880541968	0.00834736343078	0.0109622338167
g	0.455124875015	0.372259753604	0.155569512989	0.00573740994359	0.0113084228722
u	0.467290904238	0.202840474535	0.267426959996	0.0194343570145	0.0430072672241
ì	0.160658618646	0.135980371845	0.403389953332	0.135073703338	0.164897319075
k	0.221083027549	0.0924386842817	0.324106664444	0.185797099113	0.176574504692
a	0.23921114145	0.0753621113106	0.281418721481	0.193057911038	0.210950106564
n	0.135167919417	0.0275452154869	0.440338060494	0.180607153679	0.216341607855
e	0.100332916506	0.0115168594673	0.461308386831	0.174306867893	0.252534924952
</S>	0.050922713303	0.00578797344115	0.315067543416	0.236811533947	0.391410212476
