 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
e	0.34976019	0.294933267	0.0212592676	0.00404261845	0.0034820782	0.008853081035	0.017450026	0.008381774585	0.0132287590285	0.0349218263	0.0315506401095	0.057547991105	0.0209605859805	0.043695175988	0.050095482644	0.00285830520045	0.015313233865	0.0088944418565	0.00273278366965	0.0029857872535	9.66223307e-05	0.0069561004
m	0.247346664667	0.536653205667	0.0874935725333	0.00432879625	0.0014512997	0.003618860735	0.0123538023333	0.00323058951833	0.0044544480885	0.0129321700333	0.0105933638195	0.0194859200283	0.00728226744717	0.014616632958	0.016840521234	0.000987581425117	0.005174105565	0.00305804445317	0.000999433882983	0.0010490860735	3.64162870333e-05	0.00601323478333
ì	0.094903740089	0.720273271889	0.124381370844	0.0100586950833	0.0017905141	0.002197860845	0.00794803184443	0.00159872710611	0.00158016709617	0.0050775323311	0.00361015755783	0.00677671017643	0.00271507032596	0.0049228240431	0.00574087193377	0.000363831447172	0.00177992391373	0.00110115764772	0.000420446153474	0.00039676480671	1.56942900051e-05	0.00234661569111
s	0.035028217563	0.861124997296	0.0734929706147	0.0110397791611	0.00182855794333	0.00120804368833	0.00305864751191	0.000639507581703	0.000587764457523	0.00177557198193	0.00121468000258	0.00226536628624	0.000906769445987	0.0016424938852	0.00191478749412	0.000121691816757	0.00059426495461	0.000371791327903	0.000140226348981	0.000132620581923	5.35195824903e-06	0.000905880651303
e	0.0149258148877	0.813205919099	0.131451620538	0.0294287895204	0.00393783519111	0.00100151246944	0.00143291050107	0.000273767873568	0.000249660704641	0.000645219275543	0.000412738112827	0.00075789548918	0.000302877632862	0.000548173166333	0.000638657213627	4.08729110757e-05	0.00019849745707	0.000124526505864	4.6778956462e-05	4.44292570537e-05	1.89887552798e-06	0.000329591458034
g	0.00553531636257	0.728758106366	0.202652563513	0.0518932965068	0.0061322030637	0.00206939275648	0.000916127187023	0.000232571681189	0.00018096393488	0.000277537564514	0.000178124407609	0.00026535471106	0.000114196799721	0.000196587326311	0.000221719956029	2.91634339486e-05	7.56581932567e-05	4.7300431188e-05	1.72623346123e-05	2.41394736206e-05	6.24557203429e-06	0.000176193846011
a	0.00234293978752	0.543549915455	0.287736661171	0.145714155502	0.0146074076879	0.00410724038549	0.000632479282341	0.00022653767373	0.000277389111627	0.000140747577505	0.00010410547687	9.97667378533e-05	5.1195449817e-05	7.95095503703e-05	8.26347185263e-05	2.54226052629e-05	3.47081546522e-05	2.20244698627e-05	7.4317846191e-06	1.73797016612e-05	7.69800761943e-06	0.00013270628667
p	0.000900662219173	0.368736895152	0.339960313724	0.254296148501	0.0267499252293	0.00731266339516	0.00053970902878	0.00033605024791	0.000468982803876	9.53737831683e-05	0.000102026599957	3.85822674511e-05	2.4858403849e-05	4.04050267234e-05	3.12078866921e-05	3.24586490343e-05	1.78752084507e-05	1.87266240876e-05	3.7051888547e-06	1.14124123414e-05	1.04015774811e-05	0.00027164300689
ù	0.000410403627924	0.265987904734	0.200516303575	0.2768298295	0.21089206941	0.0266178437984	0.00178340967759	0.00471517408264	0.00963640813463	0.000796332805056	0.00107620479999	7.4446457817e-05	2.0567529283e-05	8.73431672411e-05	2.49386158974e-05	5.07125556781e-05	3.05878204836e-05	3.20793153625e-05	2.8914584849e-06	1.05027116805e-05	1.13779775937e-05	0.000392686368963
m	0.00150930864084	0.103870579595	0.183114856858	0.319173803167	0.32498232647	0.0383801982661	0.00258369309253	0.00741637119421	0.0133522928782	0.00133755815169	0.00217637813333	0.000369915362606	0.000159389015428	0.000327804795747	0.000241383158632	8.52513828927e-05	0.000278244431161	0.000160225553121	9.35433779497e-06	0.00013722622446	4.54716686312e-05	0.000288383649654
