 	l	ho	sentito	che	viene	</S>
o	0.728165505	0.22647953805	0.02603976235	0.00477434617	0.001750741466	0.0127901375
n	0.401294164567	0.247063266017	0.0681243807833	0.0396445780567	0.145333414489	0.0985402588333
ì	0.136705869422	0.273159542006	0.217816426928	0.0571223500189	0.19223285043	0.122963013944
k	0.180466231474	0.455157170669	0.228400579643	0.0292914996063	0.0645424699767	0.0421420709049
u	0.194277844425	0.629870313556	0.122398797214	0.0161764508021	0.0219656890256	0.0153108466252
s	0.0717022434083	0.604709914519	0.213544099071	0.0935062456007	0.0093114573752	0.00722599647507
a	0.0320075163361	0.41421369484	0.300158533024	0.227138348534	0.0151421396917	0.0113397833584
n	0.0220798476454	0.250489819947	0.313270387675	0.282864076178	0.116828184231	0.0144676904528
a	0.0180722655485	0.0975428803157	0.231894487225	0.310751452059	0.316664394744	0.0250745148176
r	0.101436036516	0.0465114207719	0.113711533742	0.25649624402	0.455301131581	0.0265436331392
t	0.214112138839	0.039091459924	0.0662099852473	0.31542639134	0.336546752194	0.0286132515797
i	0.156797776978	0.0253201092715	0.0281810722291	0.308685471947	0.176406855731	0.304608679527
</S>	0.078415694536	0.012664652081	0.0144796258345	0.160616648224	0.167735872866	0.566087489763
