 	dei	genitori	</S>
à	0.96877575	0.0035296466	0.027694623
t	0.963069883333	0.0247591877667	0.0121709322
t	0.950991294444	0.0301436234256	0.0188650992667
u	0.965637544815	0.0124032937452	0.0219592090889
s	0.711137111605	0.0261462496817	0.262716681696
g	0.567963287202	0.0290623114272	0.402974410565
e	0.503591932401	0.0278309643424	0.468577106855
n	0.211429077934	0.171364333781	0.617206602285
i	0.131031713111	0.32899138126	0.539976934095
t	0.104037278346	0.553190487087	0.342772274698
ò	0.0400236257577	0.810694879029	0.149281529233
r	0.305934774253	0.624884409676	0.0691808460777
u	0.399659742751	0.352697346559	0.247642924026
</S>	0.215461923376	0.32604573828	0.458492332013
