 	non	aveva	da	stare	</S>
e	0.88272973	0.08855234715	0.00120511322	0.0060488233	0.02146401825
n	0.565040702533	0.09951279805	0.00326132517333	0.295219255433	0.0369659399167
ì	0.189557558411	0.37163945835	0.00626545472444	0.390988215578	0.0415493184722
c	0.078571457837	0.736807366117	0.0346217399081	0.135439179293	0.0145602525574
h	0.134410112612	0.738213588706	0.0490034543027	0.058835962431	0.0195368447525
e	0.177288820871	0.552273996235	0.168160555768	0.0561663198103	0.0461102742508
n	0.104145862957	0.355673862078	0.426666108589	0.0498990692701	0.0636150747503
a	0.0440750539857	0.200741633026	0.58117642953	0.108273572423	0.0657332929168
s	0.0181501150619	0.0917841000087	0.637460739843	0.183044510808	0.0695605556389
t	0.0140177404206	0.0570861210029	0.690204696614	0.132678015936	0.106013475213
a	0.0126664734969	0.0308272254053	0.485910662871	0.264514750979	0.206080948404
s	0.0043400531855	0.0104522007828	0.17248284289	0.621772310326	0.190952645135
ì	0.024566871725	0.0036550375676	0.06375452123	0.582195426775	0.325828157378
</S>	0.0469628958625	0.0018446423788	0.039925184115	0.367454123387	0.543813148689
