 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.927868715	0.01956435333	0.0080884445	0.01729776057	0.001507603187	0.006550091475	0.0003264644275	0.0187964883
i	0.716112288333	0.0971302787767	0.0179840966667	0.0306458788567	0.003822522429	0.0662496424917	0.000326236611167	0.0677290314333
n	0.427072346111	0.244621936259	0.0345936058889	0.0519786842856	0.0280979229097	0.0980386041639	0.00740847892572	0.108188433811
a	0.22698408537	0.50927736542	0.0396120372963	0.0533440487619	0.0405444696366	0.0490686233546	0.00976026092857	0.0714091085637
d	0.09532787979	0.78727323514	0.0240905512488	0.025738415954	0.0234003912122	0.0166817090482	0.00343623246286	0.0240515762146
r	0.04446058793	0.912297091713	0.00824290650393	0.00880044607667	0.0110250453174	0.00563593603993	0.00132387056417	0.00821409468687
e	0.0257628816433	0.875591047238	0.0283112761056	0.0335896930842	0.0158947180191	0.00989709140718	0.000450413771273	0.010502843111
f	0.0155737448811	0.842732709079	0.0405957733685	0.0507013226947	0.022407915673	0.0123093377357	0.00261552309709	0.013063633037
f	0.0178018669604	0.908833713026	0.0191704255548	0.0257864060282	0.0130601517243	0.0051286702819	0.00335698721436	0.00686170711233
ì	0.0148723569868	0.626384254709	0.134270361617	0.127616713473	0.0508829447414	0.0381644595306	0.00115606354545	0.00665278513744
m	0.126510293662	0.324150381936	0.204134483872	0.172798551158	0.114475014914	0.0502426153769	0.00152386147382	0.00616480472915
m	0.189528507887	0.492260327312	0.110497882291	0.0720726990527	0.0926552219713	0.0184809156256	0.00169759759127	0.022806882593
u	0.0893371954157	0.435428295371	0.185451845097	0.154750525018	0.0746550643238	0.0171059278419	0.00065060778709	0.0426205331977
a	0.0300027554152	0.147343909384	0.298345261699	0.312713565006	0.123446621441	0.0536310769473	0.00041357311903	0.0341032123992
n	0.0120820986284	0.0662004911213	0.200404974966	0.242205394002	0.262176843814	0.103341732316	0.066244296873	0.0473441881331
k	0.0367698455428	0.188984673707	0.0713388803887	0.088156828334	0.387918014605	0.0855563084387	0.0901043975243	0.0511710410444
ò	0.0431235533609	0.212923202807	0.153291977796	0.088120100778	0.399746804868	0.0470088171462	0.0322992526281	0.0234862446815
r	0.0365769526336	0.0726538193405	0.314388099265	0.102861892259	0.400272984956	0.0465479323821	0.0148792364294	0.0118190674605
a	0.0342902939425	0.0258968434634	0.289303733088	0.15440552942	0.447332911652	0.0327222965607	0.0091846647098	0.00686374702017
e	0.0114729501192	0.00863386436873	0.160350817696	0.336260616473	0.387517300551	0.0756392146202	0.0156642868033	0.00446095497339
n	0.00502227854673	0.00313051744064	0.0692437346653	0.295925087824	0.20695906485	0.154598678207	0.246237958934	0.0188826716578
ì	0.00287304568274	0.00129676894841	0.0286976143218	0.112258350608	0.39630523295	0.119122156936	0.316967135978	0.0224797190193
r	0.0158103719614	0.00059841349767	0.0995492621073	0.066894093536	0.585984714317	0.0785479198453	0.143815213659	0.0088000250731
t	0.26740300732	0.00200977783256	0.125928843036	0.0408712428453	0.388854168106	0.0678705752818	0.097134861553	0.0099275199577
e	0.336453729732	0.00231574434323	0.057127030012	0.0273198772818	0.306781976035	0.122810233761	0.061710128851	0.0854812926526
e	0.112186731646	0.000772603210987	0.0268595220373	0.0346183957606	0.247547005345	0.359641191254	0.0928801662837	0.125494407551
t	0.0389416884918	0.000916800301196	0.00981892331077	0.0247834494302	0.102472591448	0.354046184751	0.404823962095	0.0641964256837
t	0.170111546331	0.0443751729671	0.00445561766859	0.0089612028534	0.132665890149	0.13624069925	0.458790100698	0.0443997783946
ù	0.212393761687	0.0582026855607	0.0039269202562	0.0044735418178	0.16726050005	0.12373795975	0.299688113566	0.130316516132
</S>	0.106353325208	0.0291017646378	0.0038839427281	0.0035166574089	0.127119105025	0.169150014875	0.354702956783	0.206172238066
