 	da	da	un	famoso	poeta	</S>
p	0.895766365	0.07192039025	0.0077918383	0.0192718110275	0.000592423465	0.0046572408
u	0.581758421667	0.345325490083	0.0206530571	0.0218188866758	0.000447147598333	0.0299969954667
s	0.218845043222	0.453506163361	0.108627171367	0.134383039892	0.0450835588994	0.0395549826889
s	0.086747784074	0.36523786112	0.154142730456	0.185384917297	0.0633276179665	0.145159105096
è	0.0338907891347	0.319920370373	0.345860610152	0.0859633824323	0.0251369700555	0.189227941032
n	0.0314067538216	0.258905266791	0.566866103384	0.0544501844774	0.0146907594185	0.0736809434993
a	0.0307203553072	0.200290328264	0.559945034461	0.171354362492	0.0117738353062	0.0259160866551
f	0.0181124601357	0.0875233087547	0.618416828154	0.256331377497	0.00959207626873	0.010023942095
a	0.0136942721986	0.0398770403849	0.520107959385	0.409677082499	0.0111350867562	0.00550854424167
m	0.00601543055287	0.0139449690616	0.262228263128	0.697810560833	0.0137348302521	0.00626595558056
ò	0.00391006618429	0.00507706307187	0.130321374376	0.565224945278	0.233147199417	0.0623193473602
s	0.0130243843948	0.00595647094196	0.143878834792	0.350207886759	0.407825009806	0.0791074056867
o	0.0155562337866	0.00624059171182	0.132027276931	0.46463518892	0.322295133269	0.0592455784622
p	0.00643537418387	0.00366074383511	0.0854051243103	0.469169622973	0.380669507756	0.0546596214874
o	0.00338824402596	0.0027985701757	0.0663745656034	0.368923347658	0.488546822585	0.0699684324958
è	0.00113852119432	0.000933962015823	0.0233935548011	0.242282223553	0.656058627528	0.0761930574986
t	0.000965462419107	0.00113928083186	0.0189226770337	0.154957042184	0.794731809176	0.0292836564829
a	0.000903261457136	0.00120783618051	0.0175921643112	0.132435844061	0.713383303059	0.134477546144
</S>	0.000454002904718	0.00060421609509	0.0091306651056	0.0806622370305	0.65528170153	0.253867143072
