 	hai	già	mangiato	</S>
è	0.9159031	0.08091482142	0.000291617995	0.00289039755
c	0.652695916667	0.308164023807	0.0368777560717	0.00226228151667
h	0.613350388889	0.335482691602	0.0489600673206	0.00220683780556
i	0.56687714963	0.398577987534	0.0198644900702	0.0146803577019
g	0.342273236543	0.611251889178	0.0183888946901	0.028085955234
i	0.234411508848	0.679764639726	0.0283726605634	0.057451166078
à	0.0842629452827	0.664521479909	0.139469310188	0.111746232026
f	0.0556654740942	0.554028826636	0.296445543396	0.0938601494753
a	0.0435042443647	0.372969320212	0.481790591132	0.101735871958
m	0.0162134998549	0.170824090071	0.546498197044	0.266464227319
è	0.00725329788497	0.0891599874903	0.499745335681	0.40384139244
n	0.00642756916166	0.0521936926301	0.654194935227	0.287183802047
a	0.00540195123389	0.03959068921	0.597434465076	0.357572881916
</S>	0.00282749188694	0.020128565105	0.407444262538	0.569599670958
