 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.62627414	0.34182436435	0.0230741207	0.001032875275	0.000394575892	0.007399916825
s	0.581476343333	0.373059164783	0.0412559859	0.00146097159167	0.000142048798333	0.0026054694456
o	0.476206440344	0.394927531594	0.126512507633	0.00139141433056	5.1435027111e-05	0.000910657487133
s	0.292967856015	0.514046010531	0.190330745878	0.00224794481019	5.33768437037e-05	0.000354083375044
e	0.231947186005	0.39022624351	0.372679391959	0.00478483683673	5.95961709012e-05	0.000302782586348
è	0.0783792481183	0.222041007837	0.598732753986	0.0615904162789	0.03841064162	0.000845926995449
m	0.0363657101561	0.167068139279	0.576727407995	0.16713392876	0.05176333554	0.00094148111515
b	0.331712805385	0.13474900576	0.358648556332	0.149564409587	0.0187738406467	0.00655137698838
i	0.420428607695	0.04799025629	0.137528189111	0.334614296529	0.0167311013489	0.0427074989961
à	0.140365264671	0.0160083059402	0.0557713289037	0.488628752176	0.250024237783	0.049202081132
t	0.054112704763	0.0159304294536	0.0547118155012	0.461067794059	0.396918762594	0.017258495464
t	0.288444215254	0.0172401358179	0.0552944250337	0.35553315042	0.214371991865	0.0691160754413
i	0.359311424915	0.00708514554247	0.0210385357779	0.20398151254	0.148620058288	0.259963315147
f	0.127888976135	0.00824630111732	0.023726732826	0.195833170847	0.352150792763	0.292154035049
i	0.050688129509	0.00863343697261	0.0246712376087	0.127519286949	0.407227664254	0.381260241683
n	0.0181849342337	0.00909941492437	0.0394486858696	0.103192382316	0.437422054751	0.392652530561
è	0.00734049057357	0.00925311282815	0.0433996575559	0.0780291461053	0.70564111825	0.156336511854
s	0.00273435234019	0.00512601566274	0.023375427118	0.0417104907018	0.78071587275	0.146337885618
t	0.0687847487001	0.00482032265425	0.0188682718393	0.0288699514673	0.560004747583	0.318651971873
r	0.0920475880667	0.00311508918475	0.00915095267977	0.0117104855558	0.265134837861	0.618841037291
a	0.0322108905999	0.00147669778906	0.00375327979759	0.00539482835193	0.143018751287	0.814145545764
</S>	0.0161128794164	0.000738410885745	0.0018931108553	0.00383348817596	0.145881085643	0.831541022882
