 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.69482503	0.25964594985	0.00253859168	0.000413612215	0.0006246479005	0.002921344826	0.0109325104965	0.0280982914
s	0.717172496667	0.263909200283	0.00341657642667	0.00104379393833	0.000220566568167	0.00100286031533	0.00364760273283	0.009586898178
o	0.586052715556	0.393343750428	0.0135382194756	0.00208264161278	9.0088080389e-05	0.000362066307777	0.00121647909433	0.00331405373733
t	0.511121005185	0.436882860476	0.0326194151585	0.0164010554043	0.000201822383463	0.000849467315926	0.000431148450495	0.00149324466244
r	0.793710638395	0.155361473159	0.0277857868195	0.0201854251148	0.000232327052154	0.00100030631784	0.000169373242808	0.00155465420415
a	0.624081916132	0.15815061372	0.181359390707	0.0187000250183	0.000243680475051	0.00072774731848	6.86437929127e-05	0.0166679688681
ù	0.239972012407	0.45640393124	0.262886798236	0.0184672110728	0.000615908825017	0.000656100132827	3.51664112042e-05	0.0209628756427
d	0.0843032998323	0.45774349008	0.338768934079	0.0993260897576	0.00864543100834	0.00380532390428	0.000164563042635	0.00724287256757
i	0.0352411012774	0.163534251693	0.490570794693	0.280968549919	0.0157659466694	0.00857139863476	0.000220819268545	0.00512715118919
ì	0.0146107472251	0.072478359231	0.616321448231	0.257102130306	0.0273888232231	0.00759111521159	9.95366271817e-05	0.0044078412164
r	0.0048826052267	0.035415331477	0.682848562744	0.202396437102	0.061241367741	0.0110568854039	0.000204948035727	0.0019538888488
t	0.0262271004279	0.014839253359	0.443242140915	0.313662325701	0.14797151258	0.0487100811346	0.000477487838576	0.00487012357293
e	0.0336473607926	0.00862802268633	0.193577571972	0.4983066219	0.181247296193	0.0762099423782	0.000696345046192	0.00768683442431
g	0.0497264059142	0.00638985846211	0.135714615657	0.5181916573	0.205689660731	0.0701124491261	0.00151765488206	0.0126577000414
r	0.128489913638	0.00469159008737	0.106271107886	0.4000396491	0.200345403577	0.101890868042	0.00276867012735	0.0555027893471
a	0.116552655067	0.00193650319579	0.039733983062	0.447967213033	0.125240599526	0.159419696014	0.00596340297578	0.103185939782
m	0.0473502488763	0.0014191900986	0.0179044532873	0.423496221011	0.0856358615087	0.228365882005	0.0965763859919	0.0992517579273
m	0.0243160121154	0.00113781954253	0.0086047456291	0.24156740567	0.0398101089362	0.184436545335	0.123393136397	0.376734197309
è	0.0081484923998	0.000619949037177	0.00677519624303	0.150402090557	0.0954868114121	0.0954636331117	0.0469264348657	0.596177369103
n	0.0504421166713	0.00116428352573	0.013588979081	0.124670550186	0.359921967137	0.0774519067039	0.0215446243886	0.351215554701
o	0.0645462323538	0.00143224610858	0.013688149827	0.112090826729	0.438038882379	0.204359997901	0.0194652872295	0.146378368234
t	0.0283873469146	0.00160708313619	0.019874196409	0.11883532391	0.442587180793	0.289908225967	0.0191806498765	0.079619973078
è	0.0163248499805	0.00145232441206	0.0209795370697	0.09673968297	0.565941136931	0.239305635322	0.0197429034255	0.039513901026
s	0.0165919550025	0.00136846943735	0.0086076343899	0.133705717657	0.476911228977	0.296287778441	0.0373381244752	0.029189073342
s	0.0363629016675	0.00304114074578	0.0044684342733	0.118408454219	0.318257812992	0.43443520948	0.0423691154917	0.0426569127807
e	0.0318082698945	0.00286590866193	0.00184292945443	0.045566606273	0.256651540997	0.403651906493	0.103306409831	0.15430641426
r	0.0226658126368	0.00145782993398	0.00208469363814	0.022060409291	0.360055696999	0.303477962164	0.11770423461	0.170493357087
u	0.0196229289806	0.00140931164466	0.00270226221271	0.016398519097	0.344329182333	0.403007480721	0.0663369515367	0.146193394696
c	0.00655444397653	0.00111169458155	0.0016050426509	0.012398876699	0.152987002444	0.347071336907	0.245028062512	0.233243581565
h	0.00234902505684	0.00076681094385	0.0008059071503	0.0182587685663	0.0674303174813	0.426681988969	0.294093955171	0.189613223855
r	0.0329584492023	0.00178791556462	0.000861034536767	0.0226118061888	0.0648924574938	0.650754726323	0.11436388139	0.111769711285
ò	0.0430111687564	0.00191723763887	0.000691896762922	0.0127162468573	0.0649441501646	0.443280041108	0.32270400913	0.110735260428
n	0.0166805077411	0.00111588369696	0.00113854277164	0.0072982250801	0.0850143110549	0.303000736036	0.49242777971	0.0933240301427
u	0.00790039729503	0.00113035519899	0.00170254492388	0.00686318879337	0.0916515970183	0.364750338679	0.298399373237	0.227602213381
a	0.00263893864494	0.00103405289966	0.0126521767413	0.00403544396446	0.210518282339	0.252928806226	0.195621411079	0.32057091446
m	0.00728277084691	0.00206953193322	0.0162768203804	0.00180399919815	0.238193681446	0.117822907075	0.378040287026	0.238510001487
p	0.023958605949	0.00520317937774	0.00899987059347	0.010303395676	0.131843147815	0.293959690692	0.373160293509	0.152571770829
ì	0.0231227443593	0.00489813354091	0.00618383885966	0.013044120472	0.0992802139383	0.340900422564	0.391306182336	0.121264317276
</S>	0.0115728182442	0.00245812864295	0.00309621542258	0.006530610106	0.0578822839692	0.173571524782	0.593161771168	0.151726638638
