 	deve	che	entra	da	qui	</S>
è	0.569921765	0.189708934506	0.235957179545	0.00207180277	0.000150028025	0.0021903065
n	0.330193431667	0.215791228169	0.431944526515	0.0202431649233	0.000271709728333	0.0015559332
g	0.209167130889	0.420224662723	0.344495635172	0.0249976008311	0.000266907328111	0.000848001543333
h	0.125182593963	0.716585534241	0.123702161724	0.00841472227837	9.4049464037e-05	0.0260208232911
i	0.091122708421	0.51316523408	0.341313327575	0.0105328099041	0.000143965474012	0.0437218344304
s	0.033066922107	0.502449334027	0.425752154192	0.0137231994014	0.000198660378004	0.0248096314768
e	0.013414478419	0.502343821342	0.424547593064	0.0274783055671	0.000739990506001	0.0314757538256
n	0.0179765749897	0.215832053781	0.515150221021	0.172627596522	0.0438186032687	0.0345949277419
a	0.0196273436099	0.0977376778603	0.39713085034	0.392761148841	0.0704898020896	0.0222531713806
m	0.0113103094833	0.0348385558868	0.29346901678	0.581876559614	0.0558345133632	0.0226710434602
b	0.0456845694944	0.0994946752956	0.171405503593	0.583354179871	0.0509254311211	0.0491356218201
i	0.0526405592835	0.119659917873	0.0879986413977	0.334253410624	0.038226077707	0.36722136394
a	0.0175760354775	0.0398956565607	0.0315642429992	0.130049566208	0.318956984902	0.461957491313
p	0.0059115338635	0.0133250524376	0.0131961989997	0.0568162224027	0.726768728301	0.183982222771
ò	0.0020766191145	0.00446111416856	0.00510607818457	0.0243233730342	0.8870440761	0.0769886825903
t	0.000861196778167	0.00149336995521	0.00484904557952	0.0313375449114	0.924352005367	0.0371067967634
t	0.0370478672794	0.00067361976007	0.00546295839317	0.0343714667371	0.855639661789	0.0668043688211
ù	0.0495401385931	0.000394047131334	0.0025249802205	0.0134966341377	0.691394600596	0.242649556274
</S>	0.0255815035465	0.000197031167633	0.00126292444442	0.00677928225685	0.593357350298	0.372821898137
