 	non	ha	che	li	aspettiamo	</S>
e	0.888829825	0.0455447877	0.0064954051	0.0127341361	0.00079123145	0.0456045894
n	0.590788881	0.0658535795667	0.0361503207	0.0228779180333	0.00729638931667	0.2770328994
è	0.2010149806	0.297810478189	0.111293123567	0.0252338540111	0.00972224207222	0.3549253223
n	0.0810243931333	0.585107559396	0.123941772189	0.069644783337	0.0193481263241	0.1209333776
a	0.0408520441778	0.446332588465	0.221217175063	0.217442604446	0.0293468194414	0.0448087685333
t	0.0150683670259	0.344646148155	0.277430605021	0.277963074815	0.0631155991471	0.0217762088444
u	0.00669201910863	0.291329345718	0.23820606834	0.353329498272	0.0898061297157	0.0206369212815
s	0.00303418354621	0.116196481573	0.252916916113	0.412904266091	0.182253223239	0.0326948884272
m	0.00405694275874	0.0703495315243	0.311773338704	0.251866708697	0.19484748308	0.167105956809
ì	0.00937252125291	0.0371338329224	0.264997500901	0.100937717899	0.08356462636	0.503993745603
n	0.0130327990843	0.112096629055	0.120788671634	0.127544850966	0.14016362212	0.486373382868
o	0.00941815376143	0.137068385608	0.0713856836447	0.168886150322	0.26404699404	0.349194628623
m	0.00337139718881	0.0457229699523	0.0373917293149	0.116200040107	0.234698776347	0.562615119541
e	0.00114689717494	0.015270631205	0.025772812605	0.068189113369	0.142986677116	0.74663389318
</S>	0.00058324045297	0.00763585919385	0.0143951230525	0.0420384966845	0.127385218558	0.80796206159
