 	sta	e	dorme	nel	letto	</S>
s	0.77563332	0.02066865456	0.103486875611	0.0788223641575	0.005411292545	0.015977441
t	0.479514393333	0.20140798952	0.124203871204	0.101385104719	0.007063569415	0.0864250253333
e	0.200541667444	0.483201473173	0.129428753068	0.0764640269063	0.004553904105	0.105810124111
c	0.102481490815	0.417041413391	0.297595474356	0.123294937635	0.0174639557683	0.0421226925037
e	0.0653201341717	0.44322385013	0.318089044785	0.129603482545	0.0223590973228	0.0214043239679
p	0.0273824106239	0.540089310043	0.314763068262	0.064239184515	0.0253508411743	0.0281751273226
l	0.049016074208	0.565775850014	0.296862836087	0.0352574201717	0.0261510802581	0.0269367387742
ò	0.0524589623027	0.469256455671	0.118933109362	0.315415475057	0.0206761046194	0.0232598755914
n	0.0697958216676	0.39771197089	0.0627119087873	0.411251350686	0.0366344028731	0.0218945125305
n	0.376639260556	0.37603352763	0.0427806819291	0.148431851562	0.0454735556244	0.0106411261768
i	0.427420027435	0.131467601063	0.0313634879764	0.251888146187	0.0780143865415	0.0798463847256
s	0.146525304395	0.0727599548743	0.118059622659	0.294147855396	0.250447568847	0.118059733242
t	0.0793627427983	0.0690806666248	0.250479127553	0.203399671799	0.296843352949	0.100834466081
o	0.0530215567378	0.0390637749759	0.201921016518	0.2329988306	0.22462284765	0.248371978694
g	0.0179710189843	0.0132254323063	0.169736149506	0.236722003533	0.268131249217	0.294214149565
r	0.0301652505948	0.0131339716488	0.196596239835	0.208115547844	0.363214283072	0.188774696522
à	0.0676331068649	0.0129190001129	0.105147848145	0.182019805948	0.439425887691	0.192854312174
t	0.0659225156216	0.0243550289343	0.0464184322483	0.174397171983	0.52679188923	0.162114902725
t	0.0912631985405	0.0299830513114	0.0296927360828	0.114416078328	0.46859330641	0.266051592908
i	0.0900693058435	0.0118258508031	0.0131516075959	0.0594494941093	0.250562938803	0.574940800969
</S>	0.0451127574167	0.00591332945045	0.00660184115045	0.0435228775547	0.173821359402	0.725027830485
