 	avete	fatto	già	le	verdure	</S>
i	0.57903034	0.0083826783	0.0031378886	0.0073866465	0.001411145875	0.400651314
k	0.515382125867	0.0137454897667	0.0417332475333	0.1793863205	0.004432059975	0.245320764
à	0.183415704489	0.328205220256	0.0580920385111	0.234336047767	0.005300274972	0.190650682733
m	0.180666651496	0.583141220085	0.0749100021704	0.095385671189	0.001912222231	0.063984186921
a	0.197925012165	0.441211006695	0.270182810723	0.0677949153963	0.000790999485667	0.0220952190503
t	0.0982683597217	0.387757902232	0.412749243574	0.0919181224654	0.000432689957222	0.0088736427501
o	0.0394548229072	0.296782716077	0.537701421191	0.121140087488	0.000384161315741	0.0045367540167
g	0.0149996724657	0.128428116026	0.639461207064	0.210045502496	0.00295507812191	0.00411043960557
i	0.00539278358523	0.054849262242	0.600150919021	0.330865447499	0.00425733864064	0.00448426616852
à	0.00216084857341	0.0187486868858	0.618176989674	0.3350986825	0.0158483218135	0.00996647192284
t	0.000814867376137	0.0093102238671	0.509081303225	0.3406230875	0.128241328604	0.0119292076409
a	0.000446857732046	0.00617235114037	0.271421371075	0.540088369167	0.167085213868	0.014785826547
l	0.000264838237349	0.00312853939812	0.117301481692	0.750378646389	0.112898998956	0.0160274621823
à	0.00020220027245	0.00210097787174	0.0484551627307	0.532939892796	0.364353489652	0.0519482473941
c	0.000155007973491	0.000700782861893	0.0165086187769	0.182823695265	0.737118643217	0.062693219198
h	5.17168663647e-05	0.000241886287578	0.00994266762563	0.143918868755	0.809887881072	0.035956944466
a	1.77122117482e-05	8.8886757826e-05	0.00780093333188	0.137535720585	0.760317827024	0.0942389061553
n	1.60528150161e-05	0.00705720924658	0.018926414234	0.150832554528	0.706914992341	0.116252766718
a	1.94512660054e-05	0.00940232496686	0.0257912069113	0.172586844843	0.535139647447	0.257060483573
</S>	1.62988035027e-05	0.00473506631043	0.0179997117057	0.124861397421	0.422173123724	0.430214341786
