 	perché	aveva	lavorato	molto	</S>
j	0.74209807	0.0430681795	0.0735800354	0.00295369445	0.1383000075
a	0.457436945667	0.0868514765	0.2281252918	0.0116052901167	0.215980969167
t	0.168201517192	0.0795895118333	0.508755757267	0.0400198200389	0.203433361056
ì	0.070690252034	0.345333750278	0.450723079756	0.039409412543	0.0938434646853
ì	0.117192457345	0.652472603426	0.178073930585	0.0135290982777	0.0387318978951
c	0.215137072448	0.594129437809	0.164745266862	0.00749712265923	0.0184910812484
h	0.213240620816	0.57978293927	0.143349284621	0.00792201488641	0.0557051056995
e	0.118157331739	0.586976806423	0.15763751054	0.0167911492955	0.1204371919
p	0.047946844713	0.573741318808	0.257702723513	0.0244544497652	0.0961546393
o	0.0223658798043	0.424698611936	0.460627294504	0.0381669445884	0.0541412197667
l	0.0120975235014	0.221321712979	0.627162431501	0.100214422863	0.0392038625889
e	0.00847902910047	0.13518576946	0.693116443834	0.133492852288	0.0297258741963
m	0.00430659946682	0.04767243222	0.805714447945	0.105630890429	0.0366756227321
ì	0.00282400364561	0.01698181604	0.584323100648	0.253385615143	0.142485460244
s	0.00263072163854	0.0155110027133	0.310406171549	0.503639741714	0.167812382748
o	0.00249222050285	0.0149717432444	0.240772910516	0.607103703905	0.134659463583
n	0.00296285069095	0.0111821994215	0.168499136839	0.695168234635	0.122187585761
t	0.00496117989698	0.0104441573405	0.151106038946	0.723888424878	0.10960017982
a	0.00351795857613	0.0040969265676	0.102734964749	0.658427254959	0.231222906607
p	0.00701469113584	0.00752457810997	0.0396044580163	0.73509501832	0.210761278536
o	0.00818324087128	0.00869546984999	0.0223900613388	0.76927331944	0.191457902512
d	0.00797949178309	0.00909906843	0.0185156324463	0.783197419813	0.181208374837
d	0.0766342005944	0.0240426531433	0.0825131488154	0.691749733271	0.125060258946
h	0.0945645263781	0.0237869258478	0.0997941356051	0.37696911909	0.404885299649
ì	0.0382686156394	0.00887188235193	0.0361753131017	0.249995094363	0.666689123216
</S>	0.0288166388197	0.00444922707996	0.0185629644009	0.269031307182	0.679139896608
