 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.578024885	0.400336653	0.00449685165	0.002636667192	0.000124613015	0.00108741855	0.001919750235	6.2138498e-05	0.01131107735
j	0.549527851667	0.434031807667	0.00463351361667	0.00303044043067	0.000103957278333	0.00101213376333	0.00170317915033	2.54617218333e-05	0.00593164325467
i	0.486472386889	0.446153462556	0.0301343526056	0.0222693027436	0.000687324809444	0.00466446250111	0.00582160038878	1.42437514444e-05	0.00378280475622
n	0.182607417296	0.555700294185	0.103696287535	0.122407830915	0.00526818096981	0.0114521725004	0.0106568521296	0.00202037632081	0.00619055968541
è	0.0740709518987	0.623448354728	0.135941612512	0.135678199772	0.0064540952566	0.00942784195113	0.00704928103987	0.00268425541306	0.0052454118018
k	0.0422415114329	0.684286304909	0.153729134171	0.103734576057	0.0026808217522	0.00785940110138	0.00267484585329	0.00100006532048	0.00179333487627
a	0.031696564011	0.528658088303	0.307252618057	0.116713317019	0.00579175765073	0.00747114966713	0.0012329940011	0.00043876915846	0.000744726254423
p	0.0125882704703	0.329327946101	0.546217689352	0.10042174734	0.00742494265024	0.00300047725571	0.000468330800367	0.000158206752453	0.000392351096674
u	0.00653693045677	0.156867402034	0.683526613117	0.144526012447	0.00576657131675	0.00192569191857	0.000260303143456	6.52902224177e-05	0.000525129517425
l	0.00317832741892	0.069119128678	0.676274724372	0.241870730816	0.00523299723892	0.00310206307286	0.000292329497819	0.000353655154406	0.000576018884808
i	0.00213108713964	0.027225524726	0.510556964791	0.442232876939	0.00744452537964	0.00783442235762	0.000681363432606	0.000452723270802	0.00144049837394
z	0.00227505681321	0.0118671001753	0.31772192493	0.63222895898	0.00911101462655	0.0189635127859	0.00169095951087	0.0043443470096	0.00179708752465
z	0.282784967938	0.0186100181584	0.181376444977	0.46933714766	0.0140362338755	0.0190443281953	0.00179297373696	0.00609867713653	0.00691921314155
è	0.375494709646	0.0215193698528	0.128559394992	0.23513814722	0.155039470958	0.0308458013318	0.00725091787899	0.00275689416218	0.0433953457139
i	0.12528965583	0.00917162966093	0.117549392997	0.15140508774	0.486976073653	0.0379531144439	0.010871102293	0.00895477703739	0.0518291956713
o	0.0417919662128	0.00376095986364	0.0609056836657	0.0899917479133	0.725938814551	0.0308466004813	0.0100953990977	0.0157567036791	0.0209121268238
s	0.0251430107259	0.00565669235455	0.0670167225552	0.123289175971	0.628051981517	0.0694073184938	0.0564836520326	0.0161538232264	0.00879763444127
p	0.0561835669086	0.0162968544515	0.0726151641851	0.217995268657	0.378936170506	0.138743109498	0.0756479333442	0.0198986060755	0.0236833391471
ì	0.0553765006029	0.0160047369078	0.0380000995617	0.194287296219	0.415945276835	0.152353199833	0.0651052891147	0.0253996540252	0.037527949049
t	0.0191794016343	0.00607431705993	0.0155287181539	0.116678562073	0.408739165612	0.277648703278	0.0672519790382	0.0637663566751	0.025132782683
i	0.00711209643143	0.00278628940331	0.00996570218463	0.117786152024	0.249379275204	0.395140681093	0.108442907013	0.082434164225	0.026952708561
o	0.00239988473153	0.000967999569103	0.00711471946154	0.0759187085747	0.262834808401	0.262786700364	0.117468750338	0.244334050075	0.026174360187
à	0.000800269800183	0.000327885561758	0.00340445665718	0.0276825309582	0.293974079467	0.133346110121	0.065163345446	0.464713993358	0.0105872790423
n	0.000272369241348	0.000286901541309	0.00282338955573	0.0208471951861	0.442668709822	0.0795973333737	0.042841120482	0.406784604453	0.0038783161341
t	0.0384966939998	0.00834163821377	0.00508986241858	0.0198142423954	0.408317856607	0.170629691125	0.114374038161	0.211939048484	0.022996889518
r	0.150923234667	0.0138594427379	0.00581590403953	0.0098534913318	0.172636796869	0.245888547042	0.190507599387	0.101717141828	0.108797829839
e	0.149999900714	0.00763257166863	0.00381014431318	0.00443871516393	0.0780981199563	0.160461432347	0.244620099796	0.213515195943	0.137423836613
p	0.0500241943133	0.00258932297888	0.00209204853773	0.00213740950798	0.0396283689854	0.128988487449	0.211850637932	0.443290248648	0.119399302204
o	0.0167012172764	0.00091347813496	0.00202089464591	0.00162503130266	0.0224997003285	0.113821403483	0.216999507311	0.468494236216	0.156924544068
d	0.0056392572708	0.000401174953653	0.00241584154864	0.00145500160089	0.0115323935762	0.0776689564943	0.22473138077	0.554173632072	0.121982377689
è	0.00236297984693	0.000228109366551	0.00182379423621	0.000891672532297	0.00997968999207	0.0464048866648	0.110232981923	0.699559757357	0.12851614223
g	0.00120421972398	9.0457382517e-05	0.00073083512207	0.000379255256099	0.00801246933069	0.0247308190549	0.0613159138077	0.741481299119	0.16205474741
g	0.000546426442993	0.000797468172506	0.00161738393069	0.0007409750987	0.00539531961023	0.024807130685	0.0549295311026	0.699220876373	0.211944905803
h	0.002392019941	0.00211269832417	0.0033135549769	0.00114612469957	0.00540646927008	0.0288541662283	0.0745979603675	0.446387172124	0.435789835268
e	0.00286920859867	0.00179433524196	0.00264936949563	0.00075872217319	0.00339285175669	0.0232649297761	0.0643536801225	0.260577747375	0.640339145089
</S>	0.00144255592684	0.00089925602183	0.00139736500281	0.000409519946595	0.00212954052834	0.0133994089381	0.0572425650613	0.224973703687	0.698106072545
