 	io	voglio	che	Maria	venga	qui	</S>
e	0.72943025	0.0296652955	0.00616121	0.01431429052	0.00325905445	0.00131831364	0.215851525
v	0.8704532	0.0261780006667	0.0059899746	0.0160686961733	0.00522299748333	0.000715849773333	0.0753712435933
ò	0.645341822	0.312635071389	0.00398977356667	0.00815455272443	0.00428854500444	0.000362565221278	0.0252276683588
t	0.281027772667	0.68552287713	0.0114824406222	0.00647506824148	0.00680849951148	0.000250536203926	0.00843280087727
è	0.147204776556	0.802523012377	0.0258093005407	0.00992564374716	0.0111710478372	0.000238097351309	0.00312810334909
l	0.064634405672	0.858934487459	0.0460870535136	0.0141544799157	0.0147115892791	0.000118044955436	0.0013598995907
o	0.022067629644	0.71846682582	0.202275644505	0.0331144403052	0.0231880964264	6.98335434787e-05	0.000817477871233
n	0.00789264590133	0.64101502194	0.232905428502	0.0371331124351	0.0800360088088	0.00038594245116	0.000631868403744
a	0.00492499622044	0.56603827398	0.148442403167	0.174176716478	0.105507682936	0.000533682340387	0.000376292247915
r	0.00402680740681	0.426885091327	0.122523436722	0.225244388159	0.219551794312	0.0014373984368	0.000331094955972
t	0.0412133096356	0.450495830442	0.162276261241	0.10159523472	0.240840754537	0.00178193106227	0.00179665622532
i	0.0534286596785	0.309104357481	0.257403700414	0.17215690424	0.186512514612	0.000940648550757	0.0204531641751
e	0.0178673935842	0.105268445494	0.196128482138	0.18749673208	0.443794378204	0.0122604565969	0.0371841023917
M	0.00603305057273	0.035709663998	0.091078154046	0.12226010136	0.669640479401	0.0446362895323	0.0306422934639
a	0.00340087914424	0.0138693224993	0.0401580583487	0.368664233787	0.4960970698	0.0504317268441	0.0273787278213
r	0.00913166051475	0.0079633708331	0.0224516744496	0.406769368929	0.353396273267	0.146382099281	0.0539055792738
ì	0.00972467234392	0.00421884292437	0.00962402871653	0.20152875731	0.526558551089	0.190371755094	0.0579734414246
a	0.00324950059414	0.00141742334979	0.00427240600551	0.12847674987	0.621210150363	0.207164023698	0.0342097744749
e	0.00110091092955	0.000497958843263	0.0025733446685	0.0559799957233	0.483326980121	0.433019724566	0.023501114825
t	0.00431797740085	0.000863334946088	0.0020816400395	0.0332261839078	0.266723906707	0.680729941522	0.0120570077083
t	0.2875027038	0.00332646178203	0.00197034802983	0.0318599969693	0.127144920569	0.539966714841	0.00822883866943
ù	0.377968698635	0.00347356770261	0.00167103375328	0.0441254323231	0.130324288523	0.39987438928	0.0425626105565
</S>	0.18899299537	0.00173795831421	0.00086995299164	0.0461032231615	0.180215464261	0.50630336964	0.0757770552783
