 	ho	rotto	una	bottiglia	</S>
è	0.599230345	0.38019145535	0.01582932815	6.6069407e-05	0.00468286175
g	0.457715465	0.515204795117	0.0249934947167	4.74983126667e-05	0.00203879923967
l	0.475136661667	0.502205491706	0.0215052172389	2.65428694122e-05	0.00112613573622
a	0.293787995756	0.668686047235	0.0352134837463	2.68908926607e-05	0.00228559984541
s	0.194272137119	0.688223232412	0.115175207915	2.94616468869e-05	0.0022999219118
a	0.162470644806	0.409575094137	0.424028885972	2.95964002956e-05	0.00389571983393
m	0.0838837573687	0.232713551379	0.644497738657	0.000603128782099	0.0383017806113
i	0.0553021278829	0.156521581126	0.684216696219	0.00161851799403	0.102341080204
a	0.018629011221	0.0580636427087	0.82132184874	0.00350703003134	0.0984784764013
b	0.00769590147367	0.0234571045696	0.90848089958	0.0148703312104	0.0454957379671
u	0.00421142175789	0.0106249942232	0.92001404986	0.0183177492368	0.0468317938224
t	0.0022266522193	0.00609077444107	0.93240941662	0.0102461842456	0.0490269999408
t	0.0587704290064	0.00929871014702	0.779347582207	0.00642338264853	0.146159893647
ì	0.0784488103355	0.00823705769567	0.414071331069	0.312389238783	0.186853551216
g	0.0282123447785	0.00285183683856	0.363341747356	0.516610579594	0.0889834704053
l	0.130963418926	0.00389373590619	0.364567353785	0.281772093865	0.218803370135
i	0.164934978809	0.00420201061673	0.148605565662	0.378949498622	0.303307923378
a	0.055361809773	0.00184897328691	0.0574943036207	0.511313292874	0.373981621126
</S>	0.0277136013915	0.00154415929346	0.0396875948104	0.415637136437	0.515417530563
