 	le	canzone	si	scrivono	alla	notte	</S>
a	0.69692007	0.23557814755	0.011243772797	0.020138469832	0.0043176502	0.00024908369	0.0315528167
t	0.430668476667	0.260387724183	0.0131083732657	0.247023050944	0.0145421827333	0.000289208676667	0.0339810357333
r	0.450089865556	0.142144139728	0.0607792437552	0.309629125148	0.0152187727644	0.000306369795556	0.0218325027444
a	0.480427755185	0.291326046576	0.0972520592517	0.106187543016	0.0054692743648	0.000178395340852	0.0191589312481
ù	0.248486541195	0.643003448859	0.0556834736172	0.0382246918053	0.00213726333827	7.29987506173e-05	0.0123915687677
d	0.181695569865	0.551560316286	0.212545310406	0.0207624082684	0.0275878147394	0.000562296361539	0.0052862678409
i	0.163407962288	0.313932092095	0.414390436802	0.0604043427561	0.0438412062465	0.00073013498718	0.00329386184697
a	0.059533597596	0.264374719032	0.500237945601	0.0939753709187	0.0695204780822	0.00893313246239	0.00342480274899
g	0.023735061032	0.125298788444	0.387382353534	0.32838443364	0.106121332694	0.0143048938208	0.014773140383
r	0.201089031011	0.044738807448	0.251058106178	0.38828966988	0.0857422295647	0.00795658744027	0.0211255327943
à	0.257650666584	0.017892102016	0.197153599359	0.172064330293	0.336529148522	0.00360282404676	0.0151073012648
f	0.175253468441	0.00954505940533	0.11902528042	0.142166718431	0.520637436174	0.0203673567489	0.0130046720883
u	0.147844463747	0.00709586253511	0.09355284214	0.181503516144	0.526589252058	0.0271038818496	0.0163101683628
t	0.088723958849	0.00729359027837	0.0412451500467	0.151646230715	0.470170677353	0.222536420217	0.0183839844543
t	0.103384336283	0.00465593880946	0.0796313006822	0.0644022902383	0.328963285784	0.293955241072	0.125007641485
e	0.0691703475733	0.00175266219982	0.0834267616607	0.0281681134128	0.439642848595	0.107459138924	0.270380133828
t	0.0253449123368	0.000840890013273	0.0288543491536	0.0116753788043	0.376482184198	0.282258253875	0.274544001276
s	0.0327916101123	0.000674786717758	0.0208986828845	0.00496696970143	0.211576989399	0.357894595958	0.371196340425
e	0.0330020409074	0.000429884692586	0.0172956477505	0.00252347066714	0.2099625898	0.139949356986	0.596837006808
n	0.0133714446391	0.000579578937529	0.00676886953917	0.00105347682905	0.1469060416	0.329342832662	0.501977753936
ì	0.00736266671303	0.000932037779176	0.00325065872292	0.00114743331635	0.2986443122	0.437315730887	0.251347159645
t	0.0193828556043	0.000827564059725	0.00185019121751	0.00146006510545	0.349973750733	0.495945596962	0.130559966882
t	0.0304651112014	0.00494716568657	0.0024565900725	0.00150158220182	0.145991943578	0.577728532321	0.236909055961
a	0.0177904210631	0.00618005779552	0.00189606973003	0.00119743610394	0.0866245121927	0.336915240774	0.549396271987
</S>	0.00892226252555	0.00318488574776	0.000951563323815	0.00067339020697	0.0693809325964	0.221881815387	0.695005185994
