 	l	ho	sentito	quando	veniva	</S>
t	0.91946005	0.0186240289	0.0074767089	0.0084762164025	0.022111963108	0.0238510175
o	0.680175016667	0.178637249633	0.0374876049667	0.0143582391342	0.022659340336	0.0666825478333
n	0.316257557322	0.222030797044	0.0525968259889	0.146347995045	0.191342039412	0.0714247946111
ì	0.107020297207	0.386107619515	0.044823408663	0.189332562015	0.247087454537	0.0256286894604
k	0.273742225402	0.529296199838	0.037555150221	0.068380671705	0.082463380019	0.00856243222947
u	0.328909678267	0.539771879946	0.0626080550737	0.0362030346017	0.0292132572797	0.00329415652916
s	0.116639009222	0.549171393315	0.267032998358	0.0530519282006	0.0118467501932	0.00225797330972
a	0.0505421197407	0.495489897772	0.370847472786	0.0758384907335	0.0052338620644	0.00204818736991
m	0.0422662665802	0.400319237924	0.341488557595	0.159799798244	0.0495070817548	0.00661907088997
ò	0.0345619971267	0.154479705308	0.293063849198	0.289497332748	0.191359477252	0.03703762763
t	0.0356254939756	0.065353607436	0.312528406399	0.332462277583	0.211641374751	0.04238880011
t	0.0487750113252	0.0722459674787	0.3680401888	0.235811349194	0.0909048750503	0.18422257427
e	0.0295425852184	0.0627009479929	0.2273807546	0.161003549731	0.0566714261501	0.462700704757
è	0.0099993551693	0.0209958961881	0.0898301149767	0.12712480391	0.365217075383	0.386832719519
r	0.0189826570429	0.00946653141987	0.0897052334356	0.221468428637	0.527754751794	0.13262237944
k	0.033223564681	0.01627295914	0.102720215812	0.273230386212	0.317779670598	0.256773184813
a	0.022403609447	0.0160743521864	0.0473870299707	0.123990584804	0.361543730199	0.428600691604
t	0.029925925369	0.00709977343522	0.0177498966902	0.0822647710013	0.5777385234	0.285221144535
o	0.032367385933	0.00410926264074	0.00802385661673	0.0686487913671	0.483744316467	0.403106425512
</S>	0.0162076241815	0.00205657721387	0.00424719988836	0.0356871272336	0.291786071233	0.650015432756
