 	qui	dentro	vuole	un	tappeto	</S>
e	0.699675305	0.1676437935	0.01083541623	0.0011059644	0.00706253919	0.1136770165
t	0.889518095	0.0657161458333	0.00372791938533	0.000457387606667	0.00240124641267	0.0381792175249
t	0.956013281667	0.0287751349444	0.00133544043378	0.000239535068889	0.00082329242789	0.0128132875999
ù	0.651485453889	0.341653012315	0.00190736542793	0.000204940092963	0.000293036379963	0.00445616959997
m	0.22046902053	0.514681530772	0.249803515943	0.0118131636077	0.00164541316299	0.00158734327499
è	0.0749485166933	0.555349856924	0.350613989981	0.0161569248026	0.00212982395966	0.000800885666663
s	0.0250313127871	0.499533411708	0.431201231327	0.0388991338675	0.00479811935855	0.000536818148621
a	0.00845170797837	0.240669536636	0.678476913776	0.0635576866225	0.00618759701952	0.00265656687594
t	0.00298950410279	0.153299764512	0.681795957925	0.122240745541	0.0361342849065	0.00353973632531
è	0.0010781267976	0.0635241421373	0.693155795975	0.18453682518	0.0529163903022	0.00478874740844
l	0.000380350295867	0.0332749331124	0.704331841992	0.215606941727	0.0411091104341	0.00529682438281
i	0.000145776516622	0.0123572249041	0.488295410664	0.413956647242	0.073929258478	0.0113156427076
è	5.28636855107e-05	0.0052753947102	0.219575460221	0.455016415747	0.304936322826	0.0151435125692
n	1.81107726069e-05	0.00181990064557	0.133649920074	0.310895931916	0.544141527609	0.00947459018973
a	6.71855256897e-06	0.000857987958523	0.0899392886913	0.309320723972	0.554285092536	0.0455901603966
t	0.000652429063756	0.00729456992951	0.0959126882304	0.332625164657	0.498196780845	0.0653183327989
a	0.000867998352852	0.00939402271984	0.0878915629435	0.277394744886	0.552424360282	0.0720272702663
p	0.000317338715884	0.00347351453661	0.0541294278478	0.181449638295	0.695460240094	0.0651698346554
p	0.0419902489386	0.122586761066	0.0483675862826	0.131883536098	0.601828480031	0.0533434194518
è	0.0559116166229	0.162117239104	0.0228759658179	0.0787331793993	0.598101573344	0.0822604331506
t	0.0187175220523	0.0543160403503	0.026373158663	0.0498341971664	0.776690647781	0.0740684477169
o	0.00626228676797	0.0184279936101	0.027895754721	0.0432703407221	0.700633722594	0.203509902572
</S>	0.00313210820778	0.00931258919505	0.0144904001105	0.026523727861	0.595841836297	0.350699291286
