 	non	sono	ancora	vestita	</S>
e	0.8407785	0.01466610975	0.01885363	0.00200487185	0.1236970179
n	0.602064634	0.0195168875833	0.016625432	0.00781904668333	0.353974074567
ì	0.210504517333	0.335951653194	0.0120715932333	0.00958684571444	0.431885395756
m	0.187401277778	0.630937831065	0.0164409919778	0.0192842580581	0.145935604575
e	0.179223245259	0.415705113688	0.331575889326	0.0226320045527	0.0508637182817
a	0.0695972734197	0.148955044896	0.716322509775	0.0362935177176	0.0288316897606
n	0.0278043764399	0.060039791632	0.544588969925	0.0883123992392	0.27925451192
k	0.0210998684466	0.301553403544	0.202965080975	0.105458361413	0.368923299307
ò	0.0178406604989	0.373174700681	0.358220564658	0.0973492688043	0.153414758436
r	0.0090627985163	0.13142191206	0.637088074886	0.150894196268	0.0715329621453
a	0.00622561193877	0.0507988837403	0.768405811629	0.141300694423	0.0332689677151
e	0.00228828658592	0.0169349792648	0.808879213876	0.153884073808	0.0180134052384
n	0.00084688182164	0.00617384218593	0.506309539959	0.369914857936	0.116754816746
d	0.00417257072721	0.103079479195	0.183125715986	0.522784365979	0.186837808915
i	0.0052221714124	0.134854050956	0.0964957193287	0.48219777866	0.281230252972
m	0.00178201912847	0.0449621190433	0.0849255797762	0.565860669553	0.302469620991
è	0.00542715219716	0.0149976591802	0.228006483259	0.495443423184	0.256125296997
n	0.00716028089905	0.0765137883925	0.267239466753	0.394473541061	0.254612922332
i	0.00299608962635	0.0970408163428	0.110158655584	0.36830042702	0.421504030777
</S>	0.00160554405317	0.0485536484894	0.062525249292	0.23808248351	0.649233115389
