 	il	morto	vuole	pianto	</S>
o	0.543221095	0.409388571	0.023726717632	0.0125776435125	0.01108595415
p	0.215037790333	0.470523880333	0.031102299544	0.130966907838	0.15236910105
e	0.097132142111	0.525375250111	0.020685193848	0.163332428713	0.19347495125
s	0.0888309407037	0.527270380037	0.0227905732827	0.245572219004	0.115535871317
a	0.0658075821346	0.547953723346	0.0247510960942	0.272263320868	0.0892242919723
m	0.0298005472782	0.736277084449	0.0167465666981	0.180601828156	0.0365740131908
m	0.0217063247594	0.731196951483	0.010494815366	0.154367108385	0.0822348120636
è	0.0135512909198	0.547254023828	0.0318578305887	0.162499741795	0.244837104021
n	0.311592231973	0.239731382276	0.0505761521962	0.161396340598	0.236703910107
o	0.410850431208	0.116904575092	0.246964860732	0.128031320199	0.0972488388023
t	0.142061086286	0.0653582196973	0.447501140244	0.239617800066	0.105461779601
è	0.0524623111887	0.0254371926991	0.590802060081	0.232315081355	0.0989833465337
l	0.0483799608229	0.0245820203664	0.77625395336	0.108095821552	0.0426882249779
i	0.047178970541	0.0248953034555	0.72150322112	0.161106166951	0.0453163424593
g	0.0278454521137	0.0117682756518	0.714072790373	0.193984322317	0.0523291764864
l	0.0408641033712	0.00751648671727	0.562840820124	0.240109910772	0.148668683162
a	0.0333659280164	0.00532392957409	0.219770697375	0.317841386924	0.423698047721
m	0.0131151430648	0.0021957847597	0.100071034792	0.334141742308	0.550476275907
m	0.00634903246413	0.0011737229199	0.0574806034973	0.308970020769	0.626026585302
è	0.00216190526058	0.000534634286633	0.0284107710658	0.24728564359	0.721607028434
n	0.211720082584	0.000885355375544	0.0933625400219	0.20078248453	0.493249532811
o	0.281530303393	0.000902271823715	0.112116525674	0.163637924843	0.441812950937
</S>	0.140768985494	0.000453987859658	0.064946576337	0.192381217421	0.601449200469
