 	deve	essere	bianco	</S>
è	0.846617175	0.143468103125	0.000504579985	0.0094101375
n	0.716843191667	0.274100434375	0.00374182672833	0.00531453316667
a	0.438904705056	0.552510424792	0.00596215890944	0.00262269145556
è	0.153905970852	0.796459354931	0.0387573633031	0.0108773452185
n	0.068643868284	0.741424684977	0.140831417768	0.0491000620728
e	0.0343490398947	0.673356384992	0.222666012589	0.0696285523576
à	0.0120432863582	0.483744984997	0.455082910863	0.0491288064525
s	0.00464848244607	0.197934469999	0.767333723621	0.0300832968175
p	0.0226301572154	0.0780615316663	0.881267637874	0.0180406262725
r	0.311084367738	0.0294179617221	0.639888109291	0.0196095304242
o	0.386821572579	0.0107278736707	0.376753699764	0.225696843475
</S>	0.193578761289	0.00540153973035	0.375624064882	0.425395621738
