 	io	non	ho	cosa	da	mangiare	</S>
e	0.82074608	0.10612336	0.0025201936	0.0011368057	0.00084195949	0.00047951938	0.06815205965
v	0.918804126667	0.05253432145	0.00200921869	0.000912692656667	0.000797040596667	0.000378730243333	0.0245638348567
ò	0.665163307222	0.130956371933	0.168899676987	0.0249053431089	0.00153649826556	0.000239423367778	0.0082993654589
e	0.251686140741	0.288960780644	0.364570228996	0.080761567703	0.00928433575519	0.000626924435926	0.00411003685297
n	0.18421103358	0.233082726881	0.370202702999	0.129835695901	0.0574222339184	0.00991450537864	0.0153311186843
è	0.160945296693	0.12574323896	0.393442767666	0.2008175153	0.0851069479728	0.0140862117262	0.0198580534614
c	0.0571455834643	0.19982246632	0.355510599222	0.249880071767	0.0958564493243	0.0328423371754	0.00894255338713
h	0.0252522448881	0.222908058773	0.384457896407	0.202642597256	0.101550969775	0.0391892503918	0.0239990094624
o	0.0142589272127	0.118891275258	0.459112885469	0.281655539085	0.0768324532583	0.0156282620973	0.0336206421541
t	0.0053721829209	0.0423962032353	0.359599675156	0.418341829695	0.143206974419	0.0124492679991	0.0186338510514
i	0.00244917537363	0.0144425037444	0.217315233052	0.464936409898	0.23937024814	0.0474553226664	0.0140311076838
è	0.000961729409877	0.00527041648147	0.0982785840173	0.398373719966	0.265592556047	0.204549794222	0.0269732218946
n	0.000521063731959	0.00202906454382	0.0756893230058	0.270398329989	0.246045578682	0.377753001407	0.0275636700649
a	0.00037293285132	0.000821775523273	0.0612483892253	0.164740790663	0.189310919561	0.550789050469	0.0327161527883
f	0.000903254181107	0.000345021606424	0.0221768856318	0.076636836221	0.22216253652	0.64283758349	0.0349378879294
à	0.0010883152817	0.000156643389808	0.00904792667323	0.0431071919303	0.19331398924	0.728722814497	0.0245631283098
o	0.000379368767433	5.8880486936e-05	0.00302090558838	0.0145787471134	0.06793187048	0.813943024832	0.100087181437
</S>	0.000191578162017	3.6079632468e-05	0.00151733714619	0.0075846514767	0.03902446574	0.780051162416	0.171594690719
