 	le	ragazze	vogliono	guardate	</S>
t	0.64692529	0.1272619025	0.03180259725	0.1284149795	0.065595241
a	0.39183119	0.1913382875	0.04397961575	0.252661683167	0.120189237
k	0.1931349506	0.3881845325	0.0767555135833	0.224774026722	0.117150981333
o	0.0998697758	0.644227730833	0.108066151194	0.0969501619073	0.0508861586443
r	0.0682659829333	0.747126443611	0.123130843731	0.0391492292358	0.0223274357481
à	0.0235822861444	0.534048851204	0.16291850791	0.263009621012	0.0164406932494
s	0.0699287078815	0.420337553735	0.162036862637	0.337251662284	0.0104451977181
i	0.0864177499605	0.420983064578	0.255782154212	0.228740802708	0.00807619387437
a	0.0301212670848	0.189869100359	0.393277734737	0.365559604236	0.0211722636248
t	0.0101483038063	0.0672682156197	0.493327038246	0.339972498079	0.0892839378749
è	0.00348021775477	0.0269880325399	0.694202946082	0.17415825936	0.101170564292
l	0.0615338140576	0.03182906818	0.784699498694	0.0821899417867	0.039747694764
o	0.0809237954659	0.0326130303833	0.596502149565	0.267532229262	0.0224287769213
n	0.046461722602	0.0163983544511	0.583135063188	0.339160610421	0.0148442144071
e	0.0349714761707	0.0115000016504	0.757177967729	0.17437679414	0.0219737232357
k	0.0242697353602	0.0109432713835	0.80489574591	0.130429288047	0.0294619277452
a	0.0206829126701	0.0105198540612	0.73428537197	0.165258129349	0.0692537292484
n	0.0328237171067	0.0318462709537	0.62925522399	0.21412163645	0.0919531774161
o	0.0368613166382	0.0391644506846	0.528346207997	0.227291058817	0.168336983472
n	0.0283729948154	0.0393717172615	0.441387095999	0.261588539606	0.229279674491
i	0.0255402482528	0.0393991958538	0.354273565333	0.264740216535	0.31604679483
m	0.00855164140193	0.0136746744379	0.181939322644	0.467029575512	0.328804794943
m	0.00288778462781	0.00466395116597	0.073621610748	0.548132678504	0.370693981648
è	0.00107386282644	0.00163132989166	0.0372425807827	0.485229312835	0.474822913883
n	0.0927489884021	0.0137818608336	0.0813326751276	0.412233654278	0.399902804628
a	0.123202576081	0.0178500269045	0.0984147557092	0.208748769759	0.551783834876
</S>	0.0616039079617	0.00895550539225	0.0534480538546	0.147104537379	0.728887967438
