 	Valeria	legge	il	giornale	</S>
e	0.93089912	0.0302027315	0.0141670585	0.0040864843	0.020644675
V	0.929151393333	0.0363017121667	0.0158381247667	0.003903475	0.0148053519567
a	0.670970484444	0.260316621722	0.0372536245222	0.00635243743333	0.0251068379422
l	0.271216333148	0.500388030574	0.0807146115074	0.109770170144	0.0379108476474
è	0.309926582716	0.403789940191	0.0674069295025	0.195303016715	0.0235735298825
r	0.321052057659	0.50882339673	0.0400192845008	0.120733899722	0.00937139700157
i	0.127893708306	0.697319085577	0.0514955105003	0.113296974057	0.00999475670792
a	0.064418385102	0.479997355192	0.0756956955001	0.365939411352	0.0139491415693
m	0.0250548459007	0.318633428397	0.263576593833	0.384109529451	0.0086255898231
e	0.0155245281669	0.463715992799	0.376890894611	0.137902128484	0.0059664439077
l	0.0126725150556	0.551720880933	0.339139588204	0.0542592974947	0.0422077236359
e	0.0116942936852	0.471339343644	0.437178342735	0.0259913904982	0.053796691212
t	0.0173361352284	0.381913591215	0.549796414245	0.0159206881661	0.0350332180707
à	0.0146817683595	0.316099857072	0.531406591415	0.110871211055	0.0269405458569
o	0.0052898791365	0.212156412357	0.498355900472	0.231711770352	0.052486004119
g	0.0144255617788	0.131514100786	0.606816950157	0.173059845884	0.074183517373
i	0.0221645945929	0.127647603595	0.721846293386	0.064729832728	0.0636116451243
o	0.0132992094976	0.114816087865	0.675084007795	0.049810832576	0.146989835041
r	0.168348850466	0.0847633136217	0.502334252598	0.0455296415253	0.19902392168
n	0.541107560155	0.0485639612072	0.272156578199	0.0214113456751	0.116760549293
à	0.502879694785	0.0472300794024	0.246022870066	0.047112479725	0.156754875164
l	0.169461619195	0.0957359864675	0.285528940022	0.055315268575	0.393958178388
e	0.0583638529317	0.113039652156	0.215955980007	0.0452895948583	0.567350926129
</S>	0.0299059769659	0.094712646078	0.212243365003	0.0627382174292	0.600399813064
