 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.53930557	0.203421564	0.00768624741	0.0049654255	0.001206445	0.00088015895	0.0549516923	0.04774743445	0.0228969336278	0.05763008955	0.03968707826	0.0015003781108	0.01812100825
n	0.3736543646	0.224714031333	0.14687377147	0.0356892270667	0.0290351128667	0.0114893022833	0.0218235964667	0.0302745437833	0.00765525703447	0.0259649768833	0.0158227787933	0.000890021377467	0.07611304325
ì	0.125785400067	0.387708093778	0.228790467157	0.0458016370222	0.0410528556222	0.0155217156278	0.0101394326289	0.0241371840111	0.00260193843482	0.0152485167061	0.00780376600127	0.000685982592022	0.09472301645
c	0.043436290789	0.531020577926	0.129757759052	0.156695863674	0.0269090275407	0.0104530210759	0.0239755815163	0.033487573087	0.00157552999494	0.00755566448037	0.00320787217059	0.000240333991541	0.03168490163
h	0.0310636090963	0.607511872642	0.0563691052373	0.193682984691	0.0193493149469	0.00834250390197	0.0285620772788	0.0365802242443	0.00120454312008	0.00498804511349	0.00167235888166	9.16431217413e-05	0.0105816970263
a	0.0265703495654	0.706405257547	0.0288556419658	0.15001670503	0.0382665964156	0.0153293715107	0.0142920595329	0.0134016736301	0.000682837361793	0.0017201606112	0.000599091358687	3.06494201081e-05	0.00382957132177
n	0.00975642761513	0.436599359182	0.306524628655	0.14059632401	0.0599971738052	0.0274661111702	0.00955399076263	0.0059492264767	0.000969877487264	0.0006557945424	0.000264095704229	1.9056578336e-05	0.00164788899059
d	0.0143704710984	0.428183893061	0.416959009552	0.07093452267	0.0403502811017	0.0217393347234	0.00323422743254	0.0022971905689	0.000851139022421	0.000251731308133	0.000112576555976	1.56064839453e-05	0.00069999635353
ì	0.0158196407541	0.412587195337	0.172348811517	0.09950408989	0.107509455201	0.108491970241	0.0313472034042	0.0362935239996	0.0105903995341	0.00349770801138	0.00103970346189	9.2818378151e-06	0.00096102353451
s	0.0058060904727	0.149065132762	0.0703277255057	0.18991140663	0.259318835067	0.187001336747	0.0490507214681	0.0650401596665	0.0165388788447	0.00533818167046	0.00155164264063	6.59326532717e-05	0.000983991833503
o	0.00246952959857	0.0612420316207	0.0313744928019	0.294723435543	0.323041718356	0.183796128916	0.0443623308227	0.0452554888888	0.00968967494823	0.00273182593682	0.000840849556877	8.19992518906e-05	0.000390554816501
n	0.00087509247719	0.0217093672069	0.0782470085673	0.243218331848	0.369412746119	0.192346906305	0.0348535692409	0.0240310956296	0.0327045579827	0.00117157456894	0.000544684275626	0.000612841318097	0.000272241242167
t	0.0531898124957	0.0440064350356	0.0996512441891	0.260932497283	0.316726010706	0.155311902102	0.0139522886136	0.0114717989432	0.0396251784942	0.00088008253298	0.000578892458542	0.000801122362699	0.00287270883406
a	0.0705832257062	0.0502233605729	0.0432845822297	0.303765799094	0.252142632235	0.203460727367	0.0231011374379	0.0256520397144	0.0167156263314	0.00410138447766	0.00212500795285	0.000285637682233	0.00455882091135
i	0.02352941911	0.0167585666353	0.0260107622432	0.191897679698	0.208898959745	0.197692018456	0.159815173813	0.0807049349048	0.0195133277771	0.0257239353259	0.0207022419843	0.00155681526541	0.0271961726038
k	0.0078522121473	0.0057120522951	0.0189537082811	0.121453559899	0.145366182248	0.116367488819	0.200851857938	0.206239668302	0.0199144011257	0.0597427601086	0.0360435239948	0.0115482968885	0.0499543022013
i	0.0026288420126	0.00205330752837	0.00883516284703	0.074669706633	0.213740624083	0.165473216273	0.135442985979	0.261917269434	0.0107194032419	0.0541632265362	0.0237790920649	0.0134809899428	0.0330961809671
a	0.000879664992867	0.000727564701457	0.00403735900234	0.0572285178777	0.198492156028	0.159886928758	0.178535895326	0.196083239811	0.0912798467473	0.0356885236787	0.038737069755	0.0214431562943	0.0169800725557
t	0.000311258191456	0.000423377309152	0.0131419951674	0.0346303562926	0.130699926676	0.106177726253	0.143596448442	0.168787069937	0.179551325582	0.0379274722262	0.0616382909183	0.0905142530981	0.0326004861852
è	0.000121769875137	0.000314559309174	0.0152974166958	0.0176560834309	0.166672202225	0.196039025418	0.0779957094807	0.185935549979	0.140112593861	0.0278722000754	0.0416092003061	0.098000445366	0.0323732409617
r	0.00071965537803	0.00130698759585	0.00531369457193	0.030325604477	0.201272607408	0.230997181806	0.147444289827	0.197970983326	0.0964209366203	0.0222438483585	0.0177263973354	0.036229948922	0.0120278902206
a	0.000919244446777	0.00163755778451	0.00194509989141	0.030787866359	0.133114161136	0.128942858269	0.254474596609	0.321869554442	0.0720568438734	0.0229792777862	0.0109474990118	0.015068689774	0.00525678715687
m	0.000308102626859	0.000618184587397	0.000770259857903	0.036238551653	0.0819373590453	0.085708710423	0.263694665536	0.448481468147	0.0347595549578	0.0218829959287	0.00922968500393	0.00645589132467	0.00991458813562
u	0.000105347945253	0.000278567467866	0.000385041034634	0.038121505051	0.0657977353484	0.083025090141	0.266626608512	0.432038186049	0.0317839736526	0.0411157323096	0.019856421668	0.00293158959489	0.0179341857119
t	3.91880882177e-05	0.000726665121355	0.000469089866878	0.013694210117	0.0373759947828	0.0738266627137	0.195926980171	0.28458177435	0.288194641218	0.0398402411699	0.0240327978893	0.0276050529516	0.0136866885706
i	1.63215296726e-05	0.000884055720452	0.000530322305626	0.00675701897233	0.0374180475943	0.0829528369046	0.10924178739	0.28180858045	0.378869477073	0.0264121921233	0.0256728412964	0.0396617096505	0.00977479052353
n	6.3851947242e-06	0.000481745453484	0.000411350051875	0.00415741889078	0.0319862968648	0.0760661233015	0.0800216424267	0.274759815817	0.347186609024	0.0211013361911	0.0296609530988	0.12635755055	0.00780274357451
ì	2.7048028414e-06	0.00033942628208	0.000331846875272	0.00154881806026	0.0166361914216	0.0393234777672	0.0615500091056	0.359767377606	0.323601526341	0.0194780352137	0.0189877696996	0.155198337183	0.0032344733415
c	1.1283280938e-06	0.000113354319462	0.000693813816404	0.00127038075009	0.0102188752739	0.0241841372557	0.129584684702	0.444173202535	0.19366941878	0.0939168627379	0.0168838775665	0.0733687327277	0.0119215498638
h	2.0988096446e-06	9.3971281004e-05	0.000816908948468	0.00385925178336	0.011335503758	0.0313478054186	0.150681514901	0.254950777512	0.22065496626	0.127986199246	0.118195331522	0.0478665555759	0.0322091476213
a	2.44500104153e-06	8.7452770148e-05	0.000277603394823	0.00411468352779	0.008399160686	0.0313344591395	0.1157972983	0.292645235837	0.18152985542	0.0856083314153	0.194399410507	0.040396175192	0.0454079275404
p	2.32916300718e-06	0.000713366553196	0.000147006923941	0.00203939170926	0.00608686632867	0.0198192997132	0.0713242068667	0.264122702612	0.29582784514	0.0515142239051	0.123746741836	0.131763250397	0.0328928340135
à	3.46818466906e-06	0.000921931888725	0.000100798080804	0.00126274659475	0.00466968757522	0.0119952581544	0.0326973147222	0.219568364871	0.318367879047	0.148446738068	0.0714174889453	0.172844193466	0.0177041868378
r	4.66257278897e-05	0.00150700676724	6.5490709758e-05	0.00198819928992	0.00385390919074	0.00679844230147	0.0402643519074	0.225549463624	0.154691550349	0.189917354023	0.0647863686484	0.294287007822	0.0162442532793
o	6.17860138299e-05	0.00170304000905	6.0796700586e-05	0.00267604476331	0.00477955159691	0.00935586810049	0.0512794909691	0.185605753208	0.108454660116	0.0788970370077	0.140551991883	0.371354682607	0.0452192997598
n	2.29333323433e-05	0.00077758856965	0.000113232047529	0.0024206688211	0.00616931886564	0.0102381297002	0.036072314823	0.167365316069	0.069851403372	0.0328615040026	0.149650157294	0.473636940869	0.0508205149533
t	0.000352570500648	0.00197774086988	0.000448115665843	0.0028199615737	0.00716323638855	0.00881875556673	0.0152367360077	0.0876190673563	0.0612283977907	0.0163941763342	0.247913832431	0.471600221956	0.0784272133511
a	0.000462535984216	0.00216921536259	0.000476864895614	0.0018811267009	0.00415006384218	0.00585207884224	0.00725067506923	0.0483011074521	0.0538150639302	0.0356810231114	0.399576097477	0.194303252652	0.24608088445
s	0.000155581355039	0.00195150962683	0.000320367628871	0.00180847647663	0.00296789746006	0.00463594280075	0.00355286410641	0.0291714583174	0.14326316931	0.0402725251705	0.309850572492	0.212764787884	0.249284851483
i	5.32222887697e-05	0.00188128306561	0.00030098713829	0.00222819109221	0.00345504892002	0.00698880746692	0.0057716936188	0.0333238516058	0.17801723977	0.0192073675235	0.266247664164	0.268660962628	0.213863700494
n	1.83821053799e-05	0.00116275641187	0.000581360884763	0.00206148843074	0.00533682950667	0.00867542665564	0.00643554340627	0.0343136428686	0.0995289619233	0.0105860747412	0.217719988055	0.417847867543	0.195731707498
a	6.84490692663e-06	0.000923196594957	0.000671916316254	0.00209334937691	0.00613694386889	0.00927230671855	0.00685891566876	0.0321256472895	0.0709929419744	0.0060945584804	0.193089396018	0.495453912514	0.176280093166
g	2.89251084221e-06	0.000615784412652	0.000441354943418	0.00169338445897	0.0036210184563	0.00661135777285	0.00696219571292	0.0300946308632	0.0477977599915	0.00456485656013	0.175353316006	0.552757914171	0.169483549189
l	0.000549736622014	0.0612200612942	0.00490038363114	0.0403027015197	0.0337772056188	0.0399202754576	0.00685445906097	0.0335267770544	0.0463239953305	0.00460856992004	0.122206906002	0.492700476057	0.113108471196
i	0.000733186364338	0.0811162370222	0.00620550747138	0.0527158181771	0.0433260648403	0.0504544737392	0.00687361095366	0.0341484294848	0.0326195184435	0.02193335264	0.132855312001	0.174706455686	0.362312033732
s	0.000246187624279	0.0273688964316	0.00304462728479	0.0187034986296	0.0153182536474	0.0176327425997	0.00273260448455	0.0140223786283	0.0173447314812	0.0263468193467	0.135854440667	0.217270630895	0.504114184577
